gene_order	gene_number	tissue_order	tissue_letter	canonical_gene_name	ensembl_gene_id	bgee_gene_label	compare_tissue_key	hpa_tissue_label	bgee_tissue_label	match_type	is_underlined	cell_mean_score
14	14	32	AF	H2AC19	ENSG00000272196	H2AC19	myocardium	heart muscle	myocardium	safe_synonym	True	
14	14	33	AG	H2AC19	ENSG00000272196	H2AC19	prostate gland	prostate	prostate gland	safe_synonym	True	92.78555555555556
14	14	34	AH	H2AC19	ENSG00000272196	H2AC19	saliva-secreting gland	salivary gland	saliva-secreting gland	safe_synonym	True	85.43
14	14	35	AI	H2AC19	ENSG00000272196	H2AC19	skeletal muscle tissue	skeletal muscle	skeletal muscle tissue	safe_synonym	True	67.02333333333333
15	15	1	A	H2AC20	ENSG00000184260	H2AC20	adipose tissue	adipose tissue	adipose tissue	exact	False	64.89999999999999
15	15	2	B	H2AC20	ENSG00000184260	H2AC20	adrenal gland	adrenal gland	adrenal gland	exact	False	72.58333333333333
15	15	3	C	H2AC20	ENSG00000184260	H2AC20	amygdala	amygdala	amygdala	exact	False	55.83428571428571
15	15	4	D	H2AC20	ENSG00000184260	H2AC20	cerebellum	cerebellum	cerebellum	exact	False	56.04
15	15	5	E	H2AC20	ENSG00000184260	H2AC20	cerebral cortex	cerebral cortex	cerebral cortex	exact	False	48.25
15	15	6	F	H2AC20	ENSG00000184260	H2AC20	colon	colon	colon	exact	False	75.327
15	15	7	G	H2AC20	ENSG00000184260	H2AC20	endometrium	endometrium	endometrium	exact	False	52.605
15	15	8	H	H2AC20	ENSG00000184260	H2AC20	esophagus	esophagus	esophagus	exact	False	63.4125
15	15	9	I	H2AC20	ENSG00000184260	H2AC20	fallopian tube	fallopian tube	fallopian tube	exact	False	54.78
15	15	10	J	H2AC20	ENSG00000184260	H2AC20	hypothalamus	hypothalamus	hypothalamus	exact	False	52.8125
15	15	11	K	H2AC20	ENSG00000184260	H2AC20	kidney	kidney	kidney	exact	False	90.8075
15	15	12	L	H2AC20	ENSG00000184260	H2AC20	liver	liver	liver	exact	False	66.07636363636364
15	15	13	M	H2AC20	ENSG00000184260	H2AC20	lung	lung	lung	exact	False	78.79285714285713
15	15	14	N	H2AC20	ENSG00000184260	H2AC20	nucleus accumbens	nucleus accumbens	nucleus accumbens	exact	False	53.49222222222223
15	15	15	O	H2AC20	ENSG00000184260	H2AC20	ovary	ovary	ovary	exact	False	68.4475
15	15	16	P	H2AC20	ENSG00000184260	H2AC20	pancreas	pancreas	pancreas	exact	False	58.03
15	15	17	Q	H2AC20	ENSG00000184260	H2AC20	pituitary gland	pituitary gland	pituitary gland	exact	False	65.47
15	15	18	R	H2AC20	ENSG00000184260	H2AC20	putamen	putamen	putamen	exact	False	53.58625
15	15	19	S	H2AC20	ENSG00000184260	H2AC20	retina	retina	retina	exact	False	
15	15	20	T	H2AC20	ENSG00000184260	H2AC20	small intestine	small intestine	small intestine	exact	False	62.505
15	15	21	U	H2AC20	ENSG00000184260	H2AC20	spinal cord	spinal cord	spinal cord	exact	False	
15	15	22	V	H2AC20	ENSG00000184260	H2AC20	spleen	spleen	spleen	exact	False	68.82090909090908
15	15	23	W	H2AC20	ENSG00000184260	H2AC20	stomach	stomach	stomach	exact	False	80.34083333333334
15	15	24	X	H2AC20	ENSG00000184260	H2AC20	substantia nigra	substantia nigra	substantia nigra	exact	False	56.87875
15	15	25	Y	H2AC20	ENSG00000184260	H2AC20	testis	testis	testis	exact	False	47.2325
15	15	26	Z	H2AC20	ENSG00000184260	H2AC20	thyroid gland	thyroid gland	thyroid gland	exact	False	59.6576923076923
15	15	27	AA	H2AC20	ENSG00000184260	H2AC20	urinary bladder	urinary bladder	urinary bladder	exact	False	66.06833333333333
15	15	28	AB	H2AC20	ENSG00000184260	H2AC20	vagina	vagina	vagina	exact	False	66.766
15	15	29	AC	H2AC20	ENSG00000184260	H2AC20	mammary gland	breast	mammary gland	safe_synonym	True	
15	15	30	AD	H2AC20	ENSG00000184260	H2AC20	caudate nucleus	caudate	caudate nucleus	safe_synonym	True	53.43888888888889
15	15	31	AE	H2AC20	ENSG00000184260	H2AC20	uterine cervix	cervix	uterine cervix	safe_synonym	True	75.66
15	15	32	AF	H2AC20	ENSG00000184260	H2AC20	myocardium	heart muscle	myocardium	safe_synonym	True	
15	15	33	AG	H2AC20	ENSG00000184260	H2AC20	prostate gland	prostate	prostate gland	safe_synonym	True	65.37
15	15	34	AH	H2AC20	ENSG00000184260	H2AC20	saliva-secreting gland	salivary gland	saliva-secreting gland	safe_synonym	True	57.03
15	15	35	AI	H2AC20	ENSG00000184260	H2AC20	skeletal muscle tissue	skeletal muscle	skeletal muscle tissue	safe_synonym	True	56.27
16	16	1	A	H2AC21	ENSG00000184270	H2AC21	adipose tissue	adipose tissue	adipose tissue	exact	False	39.895
16	16	2	B	H2AC21	ENSG00000184270	H2AC21	adrenal gland	adrenal gland	adrenal gland	exact	False	44.41
16	16	3	C	H2AC21	ENSG00000184270	H2AC21	amygdala	amygdala	amygdala	exact	False	29.64
16	16	4	D	H2AC21	ENSG00000184270	H2AC21	cerebellum	cerebellum	cerebellum	exact	False	34.765
16	16	5	E	H2AC21	ENSG00000184270	H2AC21	cerebral cortex	cerebral cortex	cerebral cortex	exact	False	28.97
16	16	6	F	H2AC21	ENSG00000184270	H2AC21	colon	colon	colon	exact	False	58.90444444444445
16	16	7	G	H2AC21	ENSG00000184270	H2AC21	endometrium	endometrium	endometrium	exact	False	31.15
16	16	8	H	H2AC21	ENSG00000184270	H2AC21	esophagus	esophagus	esophagus	exact	False	34.58
16	16	9	I	H2AC21	ENSG00000184270	H2AC21	fallopian tube	fallopian tube	fallopian tube	exact	False	30.57
16	16	10	J	H2AC21	ENSG00000184270	H2AC21	hypothalamus	hypothalamus	hypothalamus	exact	False	36.696666666666665
16	16	11	K	H2AC21	ENSG00000184270	H2AC21	kidney	kidney	kidney	exact	False	83.64
16	16	12	L	H2AC21	ENSG00000184270	H2AC21	liver	liver	liver	exact	False	45.3125
16	16	13	M	H2AC21	ENSG00000184270	H2AC21	lung	lung	lung	exact	False	63.71428571428572
16	16	14	N	H2AC21	ENSG00000184270	H2AC21	nucleus accumbens	nucleus accumbens	nucleus accumbens	exact	False	39.8
16	16	15	O	H2AC21	ENSG00000184270	H2AC21	ovary	ovary	ovary	exact	False	43.875
16	16	16	P	H2AC21	ENSG00000184270	H2AC21	pancreas	pancreas	pancreas	exact	False	33.375
16	16	17	Q	H2AC21	ENSG00000184270	H2AC21	pituitary gland	pituitary gland	pituitary gland	exact	False	30.615
16	16	18	R	H2AC21	ENSG00000184270	H2AC21	putamen	putamen	putamen	exact	False	36.42
16	16	19	S	H2AC21	ENSG00000184270	H2AC21	retina	retina	retina	exact	False	
16	16	20	T	H2AC21	ENSG00000184270	H2AC21	small intestine	small intestine	small intestine	exact	False	36.895
16	16	21	U	H2AC21	ENSG00000184270	H2AC21	spinal cord	spinal cord	spinal cord	exact	False	
16	16	22	V	H2AC21	ENSG00000184270	H2AC21	spleen	spleen	spleen	exact	False	37.798
16	16	23	W	H2AC21	ENSG00000184270	H2AC21	stomach	stomach	stomach	exact	False	64.11749999999999
16	16	24	X	H2AC21	ENSG00000184270	H2AC21	substantia nigra	substantia nigra	substantia nigra	exact	False	36.71
16	16	25	Y	H2AC21	ENSG00000184270	H2AC21	testis	testis	testis	exact	False	0.0
16	16	26	Z	H2AC21	ENSG00000184270	H2AC21	thyroid gland	thyroid gland	thyroid gland	exact	False	33.52
16	16	27	AA	H2AC21	ENSG00000184270	H2AC21	urinary bladder	urinary bladder	urinary bladder	exact	False	47.3575
16	16	28	AB	H2AC21	ENSG00000184270	H2AC21	vagina	vagina	vagina	exact	False	38.31
16	16	29	AC	H2AC21	ENSG00000184270	H2AC21	mammary gland	breast	mammary gland	safe_synonym	True	
16	16	30	AD	H2AC21	ENSG00000184270	H2AC21	caudate nucleus	caudate	caudate nucleus	safe_synonym	True	38.0375
16	16	31	AE	H2AC21	ENSG00000184270	H2AC21	uterine cervix	cervix	uterine cervix	safe_synonym	True	53.21
16	16	32	AF	H2AC21	ENSG00000184270	H2AC21	myocardium	heart muscle	myocardium	safe_synonym	True	
16	16	33	AG	H2AC21	ENSG00000184270	H2AC21	prostate gland	prostate	prostate gland	safe_synonym	True	34.84285714285714
16	16	34	AH	H2AC21	ENSG00000184270	H2AC21	saliva-secreting gland	salivary gland	saliva-secreting gland	safe_synonym	True	29.47
16	16	35	AI	H2AC21	ENSG00000184270	H2AC21	skeletal muscle tissue	skeletal muscle	skeletal muscle tissue	safe_synonym	True	47.91
17	17	1	A	H2AC25	ENSG00000181218	H2AW	adipose tissue	adipose tissue	adipose tissue	exact	False	64.93666666666667
17	17	2	B	H2AC25	ENSG00000181218	H2AW	adrenal gland	adrenal gland	adrenal gland	exact	False	77.53333333333335
17	17	3	C	H2AC25	ENSG00000181218	H2AW	amygdala	amygdala	amygdala	exact	False	80.12125
17	17	4	D	H2AC25	ENSG00000181218	H2AW	cerebellum	cerebellum	cerebellum	exact	False	95.21999999999998
17	17	5	E	H2AC25	ENSG00000181218	H2AW	cerebral cortex	cerebral cortex	cerebral cortex	exact	False	83.08
17	17	6	F	H2AC25	ENSG00000181218	H2AW	colon	colon	colon	exact	False	72.10499999999999
17	17	7	G	H2AC25	ENSG00000181218	H2AW	endometrium	endometrium	endometrium	exact	False	67.07
17	17	8	H	H2AC25	ENSG00000181218	H2AW	esophagus	esophagus	esophagus	exact	False	76.0475
17	17	9	I	H2AC25	ENSG00000181218	H2AW	fallopian tube	fallopian tube	fallopian tube	exact	False	70.92
17	17	10	J	H2AC25	ENSG00000181218	H2AW	hypothalamus	hypothalamus	hypothalamus	exact	False	81.35125
17	17	11	K	H2AC25	ENSG00000181218	H2AW	kidney	kidney	kidney	exact	False	66.07
17	17	12	L	H2AC25	ENSG00000181218	H2AW	liver	liver	liver	exact	False	53.722
17	17	13	M	H2AC25	ENSG00000181218	H2AW	lung	lung	lung	exact	False	67.73857142857143
17	17	14	N	H2AC25	ENSG00000181218	H2AW	nucleus accumbens	nucleus accumbens	nucleus accumbens	exact	False	85.35333333333334
17	17	15	O	H2AC25	ENSG00000181218	H2AW	ovary	ovary	ovary	exact	False	77.035
17	17	16	P	H2AC25	ENSG00000181218	H2AW	pancreas	pancreas	pancreas	exact	False	67.335
17	17	17	Q	H2AC25	ENSG00000181218	H2AW	pituitary gland	pituitary gland	pituitary gland	exact	False	80.308
17	17	18	R	H2AC25	ENSG00000181218	H2AW	putamen	putamen	putamen	exact	False	84.64375
17	17	19	S	H2AC25	ENSG00000181218	H2AW	retina	retina	retina	exact	False	
17	17	20	T	H2AC25	ENSG00000181218	H2AW	small intestine	small intestine	small intestine	exact	False	70.11500000000001
17	17	21	U	H2AC25	ENSG00000181218	H2AW	spinal cord	spinal cord	spinal cord	exact	False	
17	17	22	V	H2AC25	ENSG00000181218	H2AW	spleen	spleen	spleen	exact	False	79.5390909090909
17	17	23	W	H2AC25	ENSG00000181218	H2AW	stomach	stomach	stomach	exact	False	70.94833333333334
17	17	24	X	H2AC25	ENSG00000181218	H2AW	substantia nigra	substantia nigra	substantia nigra	exact	False	77.14444444444445
17	17	25	Y	H2AC25	ENSG00000181218	H2AW	testis	testis	testis	exact	False	65.33375
17	17	26	Z	H2AC25	ENSG00000181218	H2AW	thyroid gland	thyroid gland	thyroid gland	exact	False	59.91692307692308
17	17	27	AA	H2AC25	ENSG00000181218	H2AW	urinary bladder	urinary bladder	urinary bladder	exact	False	69.31833333333334
17	17	28	AB	H2AC25	ENSG00000181218	H2AW	vagina	vagina	vagina	exact	False	83.386
17	17	29	AC	H2AC25	ENSG00000181218	H2AW	mammary gland	breast	mammary gland	safe_synonym	True	
17	17	30	AD	H2AC25	ENSG00000181218	H2AW	caudate nucleus	caudate	caudate nucleus	safe_synonym	True	83.61444444444444
17	17	31	AE	H2AC25	ENSG00000181218	H2AW	uterine cervix	cervix	uterine cervix	safe_synonym	True	76.69
17	17	32	AF	H2AC25	ENSG00000181218	H2AW	myocardium	heart muscle	myocardium	safe_synonym	True	
17	17	33	AG	H2AC25	ENSG00000181218	H2AW	prostate gland	prostate	prostate gland	safe_synonym	True	76.13555555555556
17	17	34	AH	H2AC25	ENSG00000181218	H2AW	saliva-secreting gland	salivary gland	saliva-secreting gland	safe_synonym	True	76.51
17	17	35	AI	H2AC25	ENSG00000181218	H2AW	skeletal muscle tissue	skeletal muscle	skeletal muscle tissue	safe_synonym	True	48.925
