Gene ID	Gene name	Anatomical entity name	cell_mean_score	cell_std_score	cell_n	cell_status	Expression score	Expression std	Expression n	raw_row_count	qualifying_row_count
ENSECAG00000029871	H2AB3	liver	38.97	0.0	1	present_gold	38.97	0.0	1	1	1
ENSECAG00000029871	H2AB3	multicellular organism	20.71	0.0	1	present_gold	20.71	0.0	1	1	1
ENSECAG00000029871	H2AB3	muscle tissue	29.6	0.0	1	present_gold	29.6	0.0	1	5	1
ENSECAG00000029871	H2AB3	oviduct epithelium	0.0	0.0	0	observed_zero	0.0	0.0	0	1	0
ENSECAG00000029871	H2AB3	prefrontal cortex	38.93	0.0	1	present_gold	38.93	0.0	1	1	1
ENSECAG00000029871	H2AB3	retina	0.0	0.0	0	observed_zero	0.0	0.0	0	1	0
ENSECAG00000029871	H2AB3	spinal cord	0.0	0.0	0	observed_zero	0.0	0.0	0	8	0
ENSECAG00000029871	H2AB3	synovial membrane of synovial joint	0.0	0.0	0	observed_zero	0.0	0.0	0	1	0
ENSECAG00000029871	H2AB3	testis	75.44	18.627876959009583	4	present_gold	75.44	18.627876959009583	4	4	4
ENSECAG00000029871	H2AB3	triceps brachii	0.0	0.0	0	observed_zero	0.0	0.0	0	2	0
ENSECAG00000029871	H2AB3	trophectoderm	0.0	0.0	0	observed_zero	0.0	0.0	0	2	0
ENSECAG00000029871	H2AB3	trophoblast	0.0	0.0	0	observed_zero	0.0	0.0	0	3	0
ENSECAG00000029871	H2AB3	zone of skin	0.0	0.0	0	observed_zero	0.0	0.0	0	2	0
ENSECAG00000031036	H2AC9	adult mammalian kidney	84.86	0.0	1	present_gold	84.86	0.0	1	1	1
ENSECAG00000031036	H2AC9	articular cartilage of joint	54.65	0.0	1	present_gold	54.65	0.0	1	1	1
ENSECAG00000031036	H2AC9	blood	59.29	11.53353024880067	6	present_gold	59.29	11.53353024880067	6	6	6
ENSECAG00000031036	H2AC9	bone marrow	61.15	0.0	1	present_gold	61.15	0.0	1	1	1
ENSECAG00000031036	H2AC9	brainstem	52.46	0.0	1	present_gold	52.46	0.0	1	2	1
ENSECAG00000031036	H2AC9	cerebellum	55.586	14.47642497303806	5	present_gold	55.586	14.47642497303806	5	5	5
ENSECAG00000031036	H2AC9	chorionic villus	64.8	0.0	1	present_gold	64.8	0.0	1	1	1
ENSECAG00000031036	H2AC9	embryo	66.1	0.0	1	present_gold	66.1	0.0	1	1	1
ENSECAG00000031036	H2AC9	endometrium	80.37	0.0	1	present_gold	80.37	0.0	1	1	1
ENSECAG00000031036	H2AC9	epithelium of bronchus	57.4	0.1979898987322341	2	present_gold	57.4	0.1979898987322341	2	2	2
ENSECAG00000031036	H2AC9	gluteus medius	69.955	6.8966489447170405	4	present_gold	69.955	6.8966489447170405	4	4	4
ENSECAG00000031036	H2AC9	inner cell mass	42.91	0.0	1	present_gold	42.91	0.0	1	2	1
