gene_name,species_dir,species_name,ensembl_gene_id,tissue,cell_mean_score,cell_std_score,cell_n,cell_status,map_label,class,expression_score,agg_expression_score
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,adipose tissue,58.1,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,58.1,58.1
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,adrenal cortex,48.525,3.556747109368335,2,present_gold,H2AC17:VGNC:83730,clustered,48.525,48.525
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,adrenal gland,48.6,6.915504320004436,2,present_gold,H2AC17:VGNC:83730,clustered,48.6,48.6
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,adult mammalian kidney,44.74666666666667,5.063737091648156,3,present_gold,H2AC17:VGNC:83730,clustered,44.74666666666667,44.74666666666667
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,blood,71.6,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,71.6,71.6
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,bone marrow,55.71,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,55.71,55.71
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,brain,47.16,2.2344574285494927,2,present_gold,H2AC17:VGNC:83730,clustered,47.16,47.16
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,cardiac muscle of left ventricle,0.0,0.0,0,observed_zero,H2AC17:VGNC:83730,clustered,0.0,0.0
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,cartilage tissue,48.61,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,48.61,48.61
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,cerebellum,38.36666666666667,2.055245321934425,3,present_gold,H2AC17:VGNC:83730,clustered,38.36666666666667,38.36666666666667
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,cerebral cortex,39.185,1.2940054095713809,2,present_gold,H2AC17:VGNC:83730,clustered,39.185,39.185
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,colon,43.96,11.610693347083112,2,present_gold,H2AC17:VGNC:83730,clustered,43.96,43.96
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,frontal cortex,41.43666666666667,7.820385753486421,3,present_gold,H2AC17:VGNC:83730,clustered,41.43666666666667,41.43666666666667
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,granulocyte,75.0,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,75.0,75.0
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,hair follicle,34.77,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,34.77,34.77
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,head,42.25333333333333,6.406842696159578,3,present_gold,H2AC17:VGNC:83730,clustered,42.25333333333333,42.25333333333333
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,heart,40.43666666666667,2.032494362435804,3,present_gold,H2AC17:VGNC:83730,clustered,40.43666666666667,40.43666666666667
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,heart left ventricle,55.035,10.005560953789647,2,present_gold,H2AC17:VGNC:83730,clustered,55.035,55.035
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,heart right ventricle,0.0,0.0,0,observed_zero,H2AC17:VGNC:83730,clustered,0.0,0.0
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,hypothalamus,38.78,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,38.78,38.78
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,jejunum,53.27,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,53.27,53.27
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,keratinocyte,48.33,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,48.33,48.33
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,kidney,49.71,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,49.71,49.71
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,large intestine,46.14,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,46.14,46.14
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,left cardiac atrium,63.64,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,63.64,63.64
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,liver,52.56142857142857,10.253591937416251,7,present_gold,H2AC17:VGNC:83730,clustered,52.56142857142857,52.56142857142857
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,lung,45.43,0.7104224095564556,3,present_gold,H2AC17:VGNC:83730,clustered,45.43,45.43
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,lymph node,48.035,14.6441814383734,2,present_gold,H2AC17:VGNC:83730,clustered,48.035,48.035
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,mammary gland,36.83,2.361736649163072,2,present_gold,H2AC17:VGNC:83730,clustered,36.83,36.83
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,metanephros cortex,48.83,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,48.83,48.83
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,mitral valve,0.0,0.0,0,observed_zero,H2AC17:VGNC:83730,clustered,0.0,0.0
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,mucosa of urinary bladder,44.67,0.1555634918610396,2,present_gold,H2AC17:VGNC:83730,clustered,44.67,44.67
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,nose,38.42,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,38.42,38.42
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,occipital cortex,51.32,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,51.32,51.32
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,occipital lobe,75.05,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,75.05,75.05
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,olfactory bulb,40.18,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,40.18,40.18
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,ovary,58.95,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,58.95,58.95
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,pancreas,65.84333333333333,22.44522740658542,3,present_gold,H2AC17:VGNC:83730,clustered,65.84333333333333,65.84333333333333
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,pituitary gland,49.38,5.15023300443776,3,present_gold,H2AC17:VGNC:83730,clustered,49.38,49.38
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,placenta,0.0,0.0,0,observed_zero,H2AC17:VGNC:83730,clustered,0.0,0.0
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,prefrontal cortex,49.1,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,49.1,49.1
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,renal medulla,0.0,0.0,0,observed_zero,H2AC17:VGNC:83730,clustered,0.0,0.0
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,retina,43.67,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,43.67,43.67
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,right cardiac atrium,54.12,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,54.12,54.12
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,saliva-secreting gland,0.0,0.0,0,observed_zero,H2AC17:VGNC:83730,clustered,0.0,0.0
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,skeletal muscle tissue,59.18000000000001,3.4082546853191595,2,present_gold,H2AC17:VGNC:83730,clustered,59.18000000000001,59.18000000000001
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,small intestine,56.015,16.21395849260754,2,present_gold,H2AC17:VGNC:83730,clustered,56.015,56.015
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,smooth muscle tissue,61.39,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,61.39,61.39
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,spinal cord,32.14,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,32.14,32.14
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,spleen,59.555,33.26937405482706,2,present_gold,H2AC17:VGNC:83730,clustered,59.555,59.555
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,stomach,54.545,18.64640581988926,2,present_gold,H2AC17:VGNC:83730,clustered,54.545,54.545
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,temporal lobe,69.51,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,69.51,69.51
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,testis,35.803333333333335,2.5257210191679267,6,present_gold,H2AC17:VGNC:83730,clustered,35.803333333333335,35.803333333333335
H2AC17,canis_lupus_familiaris,Canis lupus familiaris,ENSCAFG00000028830,thymus,68.46,0.0,1,present_gold,H2AC17:VGNC:83730,clustered,68.46,68.46
