species_count	selected_species_dirs	selected_species_names	gene_name	anatomical_entity	gene_tissue_label	gene_class	canonical_label	gene_number	anatomical_entity_letter	plot_label	selected_values_csv	n_species	mean_score	std_score	min_score	max_score	range_score	error_bar_low	error_bar_high	plot_order
5	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Sus scrofa	H2AC11	adipose tissue	H2AC11:adipose tissue	clustered	H2AC11:HGNC:4737	1	A	1:A	42.383750,29.790000,0.000000,47.580000,56.640000	5	35.27875	21.981932104856025	0.0	56.64	56.64	13.296817895143977	57.26068210485603	1
5	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Sus scrofa	H2AC11	adult mammalian kidney	H2AC11:adult mammalian kidney	clustered	H2AC11:HGNC:4737	1	B	1:B	47.977500,34.000000,40.225000,0.000000,0.000000	5	24.440499999999997	22.853888782874566	0.0	47.9775	47.9775	1.58661121712543	47.29438878287456	2
5	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Sus scrofa	H2AC11	cerebellum	H2AC11:cerebellum	clustered	H2AC11:HGNC:4737	1	C	1:C	0.000000,0.000000,46.875000,0.000000,0.000000	5	9.375	20.96313728906053	0.0	46.875	46.875	0.0	30.33813728906053	3
5	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Sus scrofa	H2AC11	cerebral cortex	H2AC11:cerebral cortex	clustered	H2AC11:HGNC:4737	1	D	1:D	50.213333,0.000000,43.025000,45.700000,44.970000	5	36.781666666666666	20.729600548223036	0.0	50.21333333333334	50.21333333333334	16.05206611844363	57.5112672148897	4
5	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Sus scrofa	H2AC11	colon	H2AC11:colon	clustered	H2AC11:HGNC:4737	1	E	1:E	59.797647,28.980000,35.210000,45.920000,58.925000	5	45.7665294117647	13.81366213918314	28.98	59.79764705882353	30.81764705882353	31.95286727258156	59.580191550947845	5
5	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Sus scrofa	H2AC11	frontal cortex	H2AC11:frontal cortex	clustered	H2AC11:HGNC:4737	1	F	1:F	43.688333,0.000000,46.996667,0.000000,0.000000	5	18.137	24.86263915105465	0.0	46.99666666666667	46.99666666666667	0.0	42.99963915105465	6
5	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Sus scrofa	H2AC11	heart	H2AC11:heart	clustered	H2AC11:HGNC:4737	1	G	1:G	53.513333,0.000000,42.023333,46.402500,66.020000	5	41.59183333333333	24.960302457101754	0.0	66.02	66.02	16.631530876231572	66.55213579043507	7
5	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Sus scrofa	H2AC11	kidney	H2AC11:kidney	clustered	H2AC11:HGNC:4737	1	H	1:H	63.520000,32.850000,35.430000,0.000000,0.000000	5	26.360000000000003	26.90236885480533	0.0	63.52	63.52	0.0	53.26236885480533	8
5	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Sus scrofa	H2AC11	liver	H2AC11:liver	clustered	H2AC11:HGNC:4737	1	I	1:I	57.458000,30.316667,40.876667,52.075000,60.125000	5	48.17026666666667	12.413422330955582	30.316666666666663	60.125	29.808333333333337	35.75684433571109	60.583688997622254	9
5	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Sus scrofa	H2AC11	lung	H2AC11:lung	clustered	H2AC11:HGNC:4737	1	J	1:J	61.139091,0.000000,45.950000,0.000000,59.545000	5	33.32681818181818	30.9903771821603	0.0	61.1390909090909	61.1390909090909	2.3364409996578814	64.31719536397848	10
5	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Sus scrofa	H2AC11	prefrontal cortex	H2AC11:prefrontal cortex	clustered	H2AC11:HGNC:4737	1	K	1:K	45.492500,0.000000,52.850000,32.380000,0.000000	5	26.1445	24.96737899239726	0.0	52.85	52.85	1.1771210076027394	51.111878992397266	11
5	human,bos_taurus,canis_lupus_familiaris,macaca_mulatta,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Macaca mulatta,Sus scrofa	H2AC11	skeletal muscle tissue	H2AC11:skeletal muscle tissue	clustered	H2AC11:HGNC:4737	1	L	1:L	0.000000,27.195000,66.325000,0.000000,0.000000	5	18.704	29.109171965207118	0.0	66.325	66.325	0.0	47.81317196520712	12
