Gene ID	Gene name	Anatomical entity ID	Anatomical entity name	Developmental stage ID	Developmental stage name	Sex	Strain	Expression	Call quality	FDR	Expression score	Expression rank	Including observed data	Self observation count	Descendant observation count	Affymetrix expression	Affymetrix call quality	Affymetrix FDR	Affymetrix expression score	Affymetrix expression rank	Affymetrix weight for expression rank and score	Including Affymetrix observed data	Self observation count Affymetrix	Descendant observation count Affymetrix	EST expression	EST call quality	EST FDR	EST expression score	EST expression rank	EST weight for expression rank and score	Including EST observed data	Self observation count EST	Descendant observation count EST	in situ hybridization expression	in situ hybridization call quality	in situ hybridization FDR	in situ hybridization expression score	in situ hybridization expression rank	in situ hybridization weight for expression rank and score	Including in situ hybridization observed data	Self observation count in situ hybridization	Descendant observation count in situ hybridization	RNA-Seq expression	RNA-Seq call quality	RNA-Seq FDR	RNA-Seq expression score	RNA-Seq expression rank	RNA-Seq weight for expression rank and score	Including RNA-Seq observed data	Self observation count RNA-Seq	Descendant observation count RNA-Seq	single-cell RNA-Seq expression	single-cell RNA-Seq call quality	single-cell RNA-Seq FDR	single-cell RNA-Seq expression score	single-cell RNA-Seq expression rank	single-cell RNA-Seq weight for expression rank and score	Including single-cell RNA-Seq observed data	Self observation count single-cell RNA-Seq	Descendant observation count single-cell RNA-Seq
ENSG00000099284	MACROH2A2	UBERON:0001897	dorsal plus ventral thalamus	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	silver quality	0.010397581962054	83.52	7.68e3	yes	3	2	present	silver quality	0.010397581962054	83.52	7.68e3	68746	yes	3	2	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001897	dorsal plus ventral thalamus	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	silver quality	0.01636852617209406	82.65	8.09e3	yes	1	1	present	silver quality	0.01636852617209406	82.65	8.09e3	27198	yes	1	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001897	dorsal plus ventral thalamus	UBERON:0000104	life cycle	any	wild-type	present	silver quality	0.0181957684335945	83.44	7.72e3	yes	1	20	present	silver quality	0.0181957684335945	83.44	7.72e3	269914	yes	1	20	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001897	dorsal plus ventral thalamus	UBERON:0000113	post-juvenile	any	White	absent	gold quality	0.1823145661584226	96.05	1.84e3	yes	2	0	absent	gold quality	0.1823145661584226	96.05	1.84e3	14245	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001898	hypothalamus	HsapDv:0000237	third decade stage (human)	female	wild-type	present	gold quality	0.00496277305092019	86.29	6.39e3	yes	1	0	present	gold quality	0.00496277305092019	86.29	6.39e3	13879	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001898	hypothalamus	HsapDv:0000237	third decade stage (human)	male	wild-type	present	gold quality	0.00639609278054321	78.58	9.98e3	yes	1	0	present	gold quality	0.00639609278054321	78.58	9.98e3	13444	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001898	hypothalamus	HsapDv:0000238	fourth decade stage (human)	female	wild-type	present	gold quality	0.00382292568622067	82.06	8.37e3	yes	1	0	present	gold quality	0.00382292568622067	82.06	8.37e3	13510	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001898	hypothalamus	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	gold quality	3.087951940705312E-10	82.02	8.38e3	yes	4	0	present	gold quality	0.005734388529331005	83.71	7.59e3	41264	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	7.71987985176328E-11	79.77	9.43e3	31009	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001898	hypothalamus	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	5.17970778196252E-11	83.77	7.57e3	yes	1	0	present	silver quality	0.010397581962054	83.50	7.69e3	13885	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	2.58985389098126E-11	83.88	7.51e3	32240	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001898	hypothalamus	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	gold quality	4.4235585981479E-10	80.49	9.09e3	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	4.4235585981479E-10	80.49	9.09e3	162742	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001898	hypothalamus	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	gold quality	3.55295660561848E-11	82.25	8.28e3	yes	4	0	absent	silver quality	0.0774299636523818	84.10	7.41e3	13789	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	2.6647174542138604E-11	81.98	8.40e3	93835	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001898	hypothalamus	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	2.2676974335192849E-10	81.31	8.71e3	yes	17	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	2.2676974335192849E-10	81.31	8.71e3	538114	yes	17	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001898	hypothalamus	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	gold quality	1.960495961176632E-10	80.49	9.10e3	yes	8	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.960495961176632E-10	80.49	9.10e3	256809	yes	8	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001898	hypothalamus	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	gold quality	2.8447976695842E-11	81.30	8.72e3	yes	18	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	2.8447976695842E-11	81.30	8.72e3	566689	yes	18	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001898	hypothalamus	HsapDv:0000242	eighth decade stage (human)	male	wild-type	present	gold quality	1.581446628585658E-10	83.82	7.55e3	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.581446628585658E-10	83.82	7.55e3	63785	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001898	hypothalamus	UBERON:0000104	life cycle	female	wild-type	present	gold quality	2.935167743112095E-10	79.05	9.77e3	yes	9	25	present	silver quality	0.025416311462798668	74.76	1.18e4	186967	yes	9	13	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.035941556392504E-10	81.14	8.79e3	382884	yes	0	12	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001898	hypothalamus	UBERON:0000104	life cycle	male	wild-type	present	gold quality	1.18533236232675E-10	79.96	9.34e3	yes	14	61	present	silver quality	0.029978456653694856	73.02	1.26e4	260560	yes	14	18	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	6.7959055440067E-11	81.29	8.72e3	1362339	yes	0	43	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001898	hypothalamus	UBERON:0000113	post-juvenile	any	White	absent	gold quality	0.164032395854663	95.26	2.21e3	yes	2	0	absent	gold quality	0.164032395854663	95.26	2.21e3	14390	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001898	hypothalamus	UBERON:0007222	late adult stage	female	wild-type	present	gold quality	4.166053917500343E-10	80.73	8.98e3	yes	9	8	present	silver quality	0.014755021634240438	81.66	8.55e3	66733	yes	9	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.960495961176632E-10	80.49	9.10e3	256809	yes	0	8	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001898	hypothalamus	UBERON:0007222	late adult stage	male	wild-type	present	gold quality	5.3735067092145997E-11	81.61	8.57e3	yes	14	20	present	silver quality	0.0183618047003881	81.96	8.41e3	103887	yes	14	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	3.160886299538E-11	81.55	8.60e3	630474	yes	0	20	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001906	subthalamic nucleus	HsapDv:0000237	third decade stage (human)	female	wild-type	present	silver quality	0.020429854860291	86.70	6.20e3	yes	1	0	present	silver quality	0.020429854860291	86.70	6.20e3	14031	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001906	subthalamic nucleus	HsapDv:0000238	fourth decade stage (human)	female	wild-type	present	silver quality	0.010397581962054	79.01	9.79e3	yes	1	0	present	silver quality	0.010397581962054	79.01	9.79e3	13500	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001906	subthalamic nucleus	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	silver quality	0.010397581962054	82.86	7.99e3	yes	2	0	present	silver quality	0.010397581962054	82.86	7.99e3	27360	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001906	subthalamic nucleus	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	0.00818426308604703	83.86	7.53e3	yes	1	0	present	gold quality	0.00818426308604703	83.86	7.53e3	13650	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001906	subthalamic nucleus	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	gold quality	0.00818426308604703	84.83	7.07e3	yes	1	0	present	gold quality	0.00818426308604703	84.83	7.07e3	13741	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001906	subthalamic nucleus	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	silver quality	0.0252302356363696	88.05	5.57e3	yes	1	0	present	silver quality	0.0252302356363696	88.05	5.57e3	13922	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001906	subthalamic nucleus	UBERON:0000104	life cycle	female	wild-type	present	silver quality	0.0129969774525675	83.80	7.55e3	yes	1	4	present	silver quality	0.0129969774525675	83.80	7.55e3	68968	yes	1	4	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001906	subthalamic nucleus	UBERON:0000104	life cycle	male	wild-type	present	silver quality	0.020795163924108	82.54	8.14e3	yes	1	3	present	silver quality	0.020795163924108	82.54	8.14e3	55257	yes	1	3	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001911	mammary gland	UBERON:0000104	life cycle	female	wild-type	present	gold quality	2.061808777910667E-10	81.56	8.60e3	yes	7	356	present	gold quality	0.005970048331906252	81.63	8.57e3	4462035	yes	7	335	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.1927819376342702E-11	81.14	8.79e3	668440	yes	0	21	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001949	gingival epithelium	UBERON:0000113	post-juvenile	any	wild-type	present	gold quality	0.005352095960708938	90.96	4.22e3	yes	7	0	present	gold quality	0.005352095960708938	90.96	4.22e3	92833	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001950	neocortex	HsapDv:0000199	fifth LMP month stage (human)	any	wild-type	present	gold quality	1.0E-14	94.45	2.59e3	yes	4	10	present	gold quality	0.00167287722066534	91.14	4.13e3	104786	yes	4	4	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	97.39	1.22e3	117696	yes	0	6	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001951	epithelium of nasopharynx	UBERON:0000104	life cycle	any	Asian	present	gold quality	0.009137275400776015	84.44	7.25e3	yes	10	0	present	gold quality	0.009137275400776015	84.44	7.25e3	131703	yes	10	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000237	third decade stage (human)	female	wild-type	present	gold quality	0.00443922048640588	80.90	8.90e3	yes	2	0	present	gold quality	0.00443922048640588	80.90	8.90e3	28024	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000237	third decade stage (human)	male	wild-type	present	gold quality	0.007444159576380285	76.76	1.08e4	yes	6	0	present	gold quality	0.007444159576380285	76.76	1.08e4	83613	yes	6	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000238	fourth decade stage (human)	female	wild-type	present	gold quality	0.006203466313650237	78.17	1.02e4	yes	5	0	present	gold quality	0.006203466313650237	78.17	1.02e4	69683	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	gold quality	5.5012656414662E-10	82.51	8.15e3	yes	4	0	present	gold quality	0.00877078222274742	81.63	8.56e3	41866	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.37531641036655E-10	83.68	7.61e3	31459	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	1.489545362635336E-9	77.88	1.03e4	yes	8	0	present	gold quality	0.006203466313650237	77.32	1.06e4	69308	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	5.585795109882509E-10	78.29	1.01e4	92477	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	gold quality	3.825766927565562E-9	76.25	1.11e4	yes	14	0	present	gold quality	0.007444159576380285	76.07	1.12e4	83724	yes	6	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	2.186152530037464E-9	76.30	1.10e4	249833	yes	8	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	gold quality	2.2087856171608018E-10	79.67	9.48e3	yes	9	0	present	gold quality	0.00764585137244134	78.75	9.91e3	55499	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.22710312064489E-10	80.01	9.32e3	150220	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	3.575840661292049E-10	79.05	9.77e3	yes	17	0	present	gold quality	0.00382292568622067	76.98	1.07e4	13913	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	3.365497092980752E-10	79.11	9.74e3	495021	yes	16	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	gold quality	5.211605737771216E-10	79.65	9.49e3	yes	8	0	present	gold quality	0.00639609278054321	72.95	1.26e4	13874	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	4.5601550205498135E-10	80.07	9.29e3	219161	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000241	seventh decade stage (human)	male	White	present	gold quality	0.00496277305092019	72.83	1.27e4	yes	2	0	present	gold quality	0.00496277305092019	72.83	1.27e4	27821	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	gold quality	5.73365391147121E-10	78.19	1.02e4	yes	25	2	present	gold quality	0.005955327661104228	75.09	1.16e4	83922	yes	4	2	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	4.4595085978109415E-10	78.60	9.98e3	635218	yes	21	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000242	eighth decade stage (human)	female	wild-type	present	gold quality	0.00764585137244134	75.95	1.12e4	yes	4	0	present	gold quality	0.00764585137244134	75.95	1.12e4	56056	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000242	eighth decade stage (human)	male	White	present	gold quality	0.00639609278054321	73.59	1.23e4	yes	3	0	present	gold quality	0.00639609278054321	73.59	1.23e4	41437	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000242	eighth decade stage (human)	male	wild-type	present	gold quality	1.4128865134584974E-8	76.40	1.10e4	yes	4	5	present	gold quality	0.008954529892760493	75.62	1.14e4	84333	yes	2	5	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	3.13974780768555E-9	77.43	1.05e4	63614	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000243	ninth decade stage (human)	female	White	present	gold quality	0.00496277305092019	74.08	1.21e4	yes	1	0	present	gold quality	0.00496277305092019	74.08	1.21e4	13988	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000243	ninth decade stage (human)	female	wild-type	present	gold quality	0.006203466313650237	74.88	1.17e4	yes	4	1	present	gold quality	0.006203466313650237	74.88	1.17e4	70251	yes	4	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000243	ninth decade stage (human)	male	White	present	silver quality	0.026231149571983	73.37	1.24e4	yes	4	0	present	silver quality	0.026231149571983	73.37	1.24e4	56026	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000243	ninth decade stage (human)	male	wild-type	present	silver quality	0.010704191921417876	76.57	1.09e4	yes	6	8	present	silver quality	0.010704191921417876	76.57	1.09e4	169416	yes	6	8	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000244	tenth decade stage (human)	female	wild-type	present	gold quality	0.00584718814849828	76.89	1.08e4	yes	4	2	present	gold quality	0.00584718814849828	76.89	1.08e4	70662	yes	4	2	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000244	tenth decade stage (human)	male	wild-type	present	gold quality	0.005097234248294226	77.35	1.06e4	yes	3	1	present	gold quality	0.005097234248294226	77.35	1.06e4	49324	yes	3	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	HsapDv:0000245	eleventh decade stage (human)	female	White	present	gold quality	0.00639609278054321	69.59	1.42e4	yes	1	0	present	gold quality	0.00639609278054321	69.59	1.42e4	13863	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	UBERON:0000104	life cycle	any	wild-type	present	gold quality	1.4235120056669046E-9	78.03	1.02e4	yes	1	146	present	gold quality	0.008507610944434611	76.79	1.08e4	1095372	yes	1	83	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	6.100765738572448E-10	78.74	9.91e3	1937003	yes	0	63	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	UBERON:0000113	post-juvenile	any	wild-type	present	gold quality	1.4041444953857221E-9	78.04	1.02e4	yes	2	143	present	gold quality	0.008478070628655325	76.77	1.08e4	1073659	yes	2	80	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	6.100765738572448E-10	78.74	9.91e3	1937003	yes	0	63	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001954	Ammon's horn	UBERON:0034919	juvenile stage	male	wild-type	present	gold quality	0.00382292568622067	77.52	1.05e4	yes	1	0	present	gold quality	0.00382292568622067	77.52	1.05e4	14223	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000099284	MACROH2A2	UBERON:0001965	substantia nigra pars compacta	UBERON:0000104	life cycle	female	wild-type	present	gold quality	0.00639609278054321	80.95	8.88e3	yes	1	0	present	gold quality	0.00639609278054321	80.95	8.88e3	13951	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
