species_count	selected_species_dirs	selected_species_names	gene_name	anatomical_entity	gene_tissue_label	gene_class	canonical_label	gene_number	anatomical_entity_letter	plot_label	selected_values_csv	n_species	mean_score	std_score	min_score	max_score	range_score	error_bar_low	error_bar_high	plot_order
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AJ	adipose tissue	H2AJ:adipose tissue	variant	H2AJ:HGNC:14456	5	A	5:A	98.433125,92.950000,76.970000,98.640000	4	91.74828125	10.198441840941829	76.97	98.64	21.67	81.54983940905818	101.94672309094183	79
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AJ	adult mammalian kidney	H2AJ:adult mammalian kidney	variant	H2AJ:HGNC:14456	5	B	5:B	93.001667,93.890000,87.706667,97.280000	4	92.96958333333333	3.9634235984020663	87.70666666666666	97.28	9.573333333333338	89.00615973493126	96.9330069317354	80
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AJ	blood	H2AJ:blood	variant	H2AJ:HGNC:14456	5	C	5:C	90.419167,97.222500,94.060000,92.366667	4	93.51708333333335	2.8835982938631246	90.41916666666668	97.2225	6.803333333333313	90.63348503947022	96.40068162719648	81
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AJ	cerebellum	H2AJ:cerebellum	variant	H2AJ:HGNC:14456	5	D	5:D	80.753000,89.000000,79.182500,85.266667	4	83.55054166666666	4.455248160721364	79.1825	89.0	9.817499999999995	79.09529350594529	88.00578982738803	82
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AJ	cerebral cortex	H2AJ:cerebral cortex	variant	H2AJ:HGNC:14456	5	E	5:E	79.383333,90.620000,83.145000,72.660000	4	81.45208333333335	7.4943783097732695	72.66	90.62	17.960000000000008	73.95770502356008	88.94646164310662	83
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AJ	colon	H2AJ:colon	variant	H2AJ:HGNC:14456	5	F	5:F	94.081765,93.290000,92.155000,92.025000	4	92.8879411764706	0.9778780017925838	92.025	94.08176470588236	2.056764705882358	91.91006317467802	93.8658191782632	84
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AJ	frontal cortex	H2AJ:frontal cortex	variant	H2AJ:HGNC:14456	5	G	5:G	79.241667,91.020000,87.943333,84.031429	4	85.55910714285714	5.090832980706868	79.24166666666666	91.02	11.778333333333336	80.46827416215028	90.64994012356401	85
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AJ	heart	H2AJ:heart	variant	H2AJ:HGNC:14456	5	H	5:H	91.803333,87.332500,77.396667,90.205000	4	86.68437499999999	6.462201041691654	77.39666666666666	91.80333333333331	14.406666666666652	80.22217395830833	93.14657604169165	86
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AJ	hypothalamus	H2AJ:hypothalamus	variant	H2AJ:HGNC:14456	5	I	5:I	86.483333,82.096667,82.790000,84.820000	4	84.0475	1.9930794617226677	82.09666666666668	86.48333333333333	4.386666666666656	82.05442053827733	86.04057946172267	87
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AJ	kidney	H2AJ:kidney	variant	H2AJ:HGNC:14456	5	J	5:J	80.678333,95.610000,91.580000,98.280000	4	91.53708333333333	7.745318344006271	80.67833333333333	98.28	17.601666666666674	83.79176498932706	99.28240167733959	88
