Gene ID	Gene name	Anatomical entity name	Expression	Call quality	Expression score	class
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	93.46	variant
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	94.44	variant
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	95.2	variant
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	94.06	variant
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	87.79	variant
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	93.75	variant
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	95.59	variant
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	94.66	variant
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	94.23	variant
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	95.08	variant
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	94.81	variant
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	94.74	variant
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	95.71	variant
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	94.87	variant
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	95.24	variant
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	95.61	variant
ENSG00000113648	MACROH2A1	skeletal muscle tissue	present	gold quality	95.23	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	97.58	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	97.02	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	97.87	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	97.55	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	97.42	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	97.37	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	97.35	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	97.03	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	97.05	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	96.72	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	98.05	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	96.65	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	97.56	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	97.31	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	99.09	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	97.49	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	97.37	variant
ENSG00000113648	MACROH2A1	colon	present	gold quality	97.27	variant
ENSG00000113648	MACROH2A1	cortex of kidney	present	gold quality	94.45	variant
ENSG00000113648	MACROH2A1	cortex of kidney	present	gold quality	95.48	variant
ENSG00000113648	MACROH2A1	cortex of kidney	present	gold quality	95.27	variant
ENSG00000113648	MACROH2A1	cortex of kidney	present	gold quality	94.64	variant
ENSG00000113648	MACROH2A1	cortex of kidney	present	gold quality	95.44	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	97.27	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	94.9	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	96.06	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	94.83	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	96.45	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	95.65	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	95.2	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	95.73	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	95.31	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	95.36	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	95.86	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	96.9	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	94.31	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	95.78	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	93.74	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	96.42	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	92.27	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	92.99	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	96.56	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	95.73	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	95.79	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	95.7	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	95.78	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	95.79	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	95.67	variant
ENSG00000113648	MACROH2A1	frontal cortex	present	gold quality	95.87	variant
ENSG00000113648	MACROH2A1	temporal lobe	present	gold quality	96.43	variant
ENSG00000113648	MACROH2A1	temporal lobe	present	gold quality	96.25	variant
ENSG00000113648	MACROH2A1	temporal lobe	present	gold quality	96.32	variant
ENSG00000113648	MACROH2A1	temporal lobe	present	gold quality	96.26	variant
ENSG00000113648	MACROH2A1	temporal lobe	present	gold quality	96.55	variant
ENSG00000113648	MACROH2A1	temporal lobe	present	gold quality	96.3	variant
ENSG00000113648	MACROH2A1	temporal lobe	present	gold quality	95.92	variant
ENSG00000113648	MACROH2A1	temporal lobe	present	gold quality	96.44	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	97.82	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	98.02	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	95.65	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	97.82	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	97.31	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	97.34	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	97.17	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	96.49	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	97.27	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	96.99	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	97.27	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	97.28	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	97.26	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	97.11	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	97.26	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	97.44	variant
ENSG00000113648	MACROH2A1	cerebellum	present	gold quality	97.98	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	98.71	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	96.96	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	97.86	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	98.44	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	98.4	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	98.42	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	98.02	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	98.95	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	97.85	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	97.58	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	97.86	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	97.03	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	97.46	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	97.9	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	97.89	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	97.74	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	98.32	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	98.54	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	97.86	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	97.86	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	97.77	variant
ENSG00000113648	MACROH2A1	lung	present	gold quality	97.55	variant
ENSG00000113648	MACROH2A1	spleen	present	gold quality	97.86	variant
ENSG00000113648	MACROH2A1	spleen	present	gold quality	97.51	variant
ENSG00000113648	MACROH2A1	spleen	present	gold quality	97.68	variant
ENSG00000113648	MACROH2A1	spleen	present	gold quality	97.95	variant
ENSG00000113648	MACROH2A1	spleen	present	gold quality	97.57	variant
ENSG00000113648	MACROH2A1	spleen	present	gold quality	97.58	variant
ENSG00000113648	MACROH2A1	spleen	present	gold quality	97.7	variant
ENSG00000113648	MACROH2A1	spleen	present	gold quality	97.56	variant
ENSG00000113648	MACROH2A1	spleen	present	gold quality	97.87	variant
ENSG00000113648	MACROH2A1	spleen	present	gold quality	97.65	variant
ENSG00000113648	MACROH2A1	spleen	present	gold quality	97.66	variant
ENSG00000113648	MACROH2A1	spleen	present	gold quality	97.69	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	98.45	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	95.04	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	94.41	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	95.83	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	94.77	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	94.07	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	93.18	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	92.35	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	92.46	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	93.1	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	94.32	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	94.05	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	91.92	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	93.97	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	93.88	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	93.63	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	98.08	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	93.43	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	93.17	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	98.36	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	93.47	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	91.77	variant
ENSG00000113648	MACROH2A1	liver	present	gold quality	93.02	variant
ENSG00000113648	MACROH2A1	cerebellar cortex	present	gold quality	97.26	variant
ENSG00000113648	MACROH2A1	cerebellar cortex	present	gold quality	97.22	variant
ENSG00000113648	MACROH2A1	cerebellar cortex	present	gold quality	97.26	variant
ENSG00000113648	MACROH2A1	thymus	present	gold quality	97.66	variant
ENSG00000113648	MACROH2A1	thymus	present	gold quality	99.58	variant
ENSG00000113648	MACROH2A1	thymus	present	gold quality	99.46	variant
ENSG00000113648	MACROH2A1	thymus	present	gold quality	99.23	variant
ENSG00000113648	MACROH2A1	bone marrow	present	gold quality	99.2	variant
ENSG00000113648	MACROH2A1	bone marrow	present	gold quality	99.17	variant
ENSG00000113648	MACROH2A1	bone marrow	present	gold quality	99.33	variant
ENSG00000113648	MACROH2A1	bone marrow	present	gold quality	98.82	variant
ENSG00000113648	MACROH2A1	bone marrow	present	gold quality	98.97	variant
ENSG00000113648	MACROH2A1	bone marrow	present	gold quality	99.05	variant
ENSG00000113648	MACROH2A1	bone marrow	present	gold quality	99.2	variant
ENSG00000113648	MACROH2A1	bone marrow	present	gold quality	98.82	variant
ENSG00000113648	MACROH2A1	bone marrow	present	gold quality	99.08	variant
ENSG00000113648	MACROH2A1	bone marrow	present	gold quality	99.2	variant
ENSG00000113648	MACROH2A1	bone marrow	present	gold quality	99.06	variant
ENSG00000113648	MACROH2A1	bone marrow	present	gold quality	99.07	variant
ENSG00000113648	MACROH2A1	bone marrow	present	gold quality	98.64	variant
ENSG00000113648	MACROH2A1	bone marrow	present	gold quality	99.01	variant
ENSG00000113648	MACROH2A1	primary visual cortex	present	gold quality	95.54	variant
ENSG00000113648	MACROH2A1	primary visual cortex	present	gold quality	95.51	variant
ENSG00000113648	MACROH2A1	primary visual cortex	present	gold quality	94.79	variant
ENSG00000113648	MACROH2A1	primary visual cortex	present	gold quality	94.65	variant
ENSG00000113648	MACROH2A1	primary visual cortex	present	gold quality	94.67	variant
ENSG00000113648	MACROH2A1	primary visual cortex	present	gold quality	95.81	variant
ENSG00000113648	MACROH2A1	primary visual cortex	present	gold quality	96.49	variant
ENSG00000113648	MACROH2A1	primary visual cortex	present	gold quality	95.6	variant
ENSG00000113648	MACROH2A1	primary visual cortex	present	gold quality	95.53	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	96.74	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	96.67	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	96.6	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	97.02	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	96.83	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	96.91	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	91.71	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	96.77	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	97.06	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	96.98	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	98.29	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	97.43	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	96.9	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	95.24	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	96.79	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	96.76	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	97.15	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	95.23	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	97.13	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	97.16	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	95.94	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	95.38	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	96.73	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	95.93	variant
ENSG00000113648	MACROH2A1	superior frontal gyrus	present	gold quality	93.35	variant
ENSG00000113648	MACROH2A1	hindlimb stylopod muscle	present	gold quality	95.65	variant
ENSG00000113648	MACROH2A1	hindlimb stylopod muscle	present	gold quality	95.48	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	95.82	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.32	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	95.97	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	95.74	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	95.9	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.41	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	95.94	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.28	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.76	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.4	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	97.16	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.68	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.83	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.49	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	95.87	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.52	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.44	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.47	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.16	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.37	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.33	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.15	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.36	variant
ENSG00000113648	MACROH2A1	dorsolateral prefrontal cortex	present	gold quality	96.54	variant
ENSG00000113648	MACROH2A1	Brodmann (1909) area 10	present	gold quality	93.45	variant
ENSG00000164032	H2AZ1	pituitary gland	present	gold quality	98.68	variant
ENSG00000164032	H2AZ1	pituitary gland	present	gold quality	98.26	variant
ENSG00000164032	H2AZ1	pituitary gland	present	gold quality	98.96	variant
ENSG00000164032	H2AZ1	pituitary gland	present	gold quality	98.08	variant
ENSG00000164032	H2AZ1	pituitary gland	present	gold quality	98.24	variant
ENSG00000164032	H2AZ1	pituitary gland	present	gold quality	98.6	variant
ENSG00000164032	H2AZ1	pituitary gland	present	gold quality	98.36	variant
ENSG00000164032	H2AZ1	pituitary gland	present	gold quality	98.14	variant
ENSG00000164032	H2AZ1	pituitary gland	present	gold quality	98.62	variant
ENSG00000164032	H2AZ1	pituitary gland	present	gold quality	98.47	variant
ENSG00000164032	H2AZ1	pituitary gland	present	gold quality	98.36	variant
ENSG00000164032	H2AZ1	pituitary gland	present	gold quality	98.98	variant
ENSG00000164032	H2AZ1	pituitary gland	present	gold quality	98.39	variant
ENSG00000164032	H2AZ1	lymph node	present	gold quality	97.42	variant
ENSG00000164032	H2AZ1	lymph node	present	gold quality	98.91	variant
ENSG00000164032	H2AZ1	lymph node	present	gold quality	97.1	variant
ENSG00000164032	H2AZ1	lymph node	present	gold quality	98.93	variant
ENSG00000164032	H2AZ1	lymph node	present	gold quality	98.78	variant
ENSG00000164032	H2AZ1	lymph node	present	gold quality	98.97	variant
ENSG00000164032	H2AZ1	adult mammalian kidney	present	gold quality	97.66	variant
ENSG00000164032	H2AZ1	adult mammalian kidney	present	gold quality	95.8	variant
ENSG00000164032	H2AZ1	adult mammalian kidney	present	gold quality	97.03	variant
ENSG00000164032	H2AZ1	adult mammalian kidney	present	gold quality	98.5	variant
ENSG00000164032	H2AZ1	adult mammalian kidney	present	gold quality	96.77	variant
ENSG00000164032	H2AZ1	adult mammalian kidney	present	gold quality	90.53	variant
ENSG00000164032	H2AZ1	adult mammalian kidney	present	gold quality	97.77	variant
ENSG00000164032	H2AZ1	adult mammalian kidney	present	gold quality	98.29	variant
ENSG00000164032	H2AZ1	adult mammalian kidney	present	gold quality	97.44	variant
ENSG00000164032	H2AZ1	adult mammalian kidney	present	gold quality	97.54	variant
ENSG00000164032	H2AZ1	adult mammalian kidney	present	gold quality	97.13	variant
ENSG00000164032	H2AZ1	adult mammalian kidney	present	gold quality	97.05	variant
ENSG00000164032	H2AZ1	adult mammalian kidney	present	gold quality	97.05	variant
ENSG00000164032	H2AZ1	adult mammalian kidney	present	gold quality	97.13	variant
ENSG00000164032	H2AZ1	prefrontal cortex	present	gold quality	98.68	variant
ENSG00000164032	H2AZ1	prefrontal cortex	present	gold quality	98.61	variant
ENSG00000164032	H2AZ1	prefrontal cortex	present	gold quality	97.99	variant
ENSG00000164032	H2AZ1	prefrontal cortex	present	gold quality	97.65	variant
ENSG00000164032	H2AZ1	prefrontal cortex	present	gold quality	95.16	variant
ENSG00000164032	H2AZ1	prefrontal cortex	present	gold quality	98.02	variant
ENSG00000164032	H2AZ1	prefrontal cortex	present	gold quality	96.81	variant
ENSG00000164032	H2AZ1	prefrontal cortex	present	gold quality	98.91	variant
ENSG00000164032	H2AZ1	prefrontal cortex	present	gold quality	98.25	variant
ENSG00000164032	H2AZ1	prefrontal cortex	present	gold quality	95.84	variant
ENSG00000164032	H2AZ1	multicellular organism	present	gold quality	97.89	variant
ENSG00000164032	H2AZ1	multicellular organism	present	gold quality	98.54	variant
ENSG00000164032	H2AZ1	testis	present	gold quality	98.09	variant
ENSG00000164032	H2AZ1	testis	present	gold quality	97.36	variant
ENSG00000164032	H2AZ1	testis	present	gold quality	97.43	variant
ENSG00000164032	H2AZ1	testis	present	gold quality	99.08	variant
ENSG00000164032	H2AZ1	testis	present	gold quality	99.1	variant
ENSG00000164032	H2AZ1	testis	present	gold quality	99.03	variant
ENSG00000164032	H2AZ1	testis	present	gold quality	98.29	variant
ENSG00000164032	H2AZ1	testis	present	gold quality	99.04	variant
ENSG00000164032	H2AZ1	testis	present	gold quality	98.75	variant
ENSG00000164032	H2AZ1	testis	present	gold quality	98.8	variant
ENSG00000164032	H2AZ1	testis	present	gold quality	97.93	variant
ENSG00000164032	H2AZ1	testis	present	gold quality	99.04	variant
ENSG00000164032	H2AZ1	testis	present	gold quality	98.99	variant
ENSG00000164032	H2AZ1	heart	present	gold quality	99.25	variant
ENSG00000164032	H2AZ1	heart	present	gold quality	98.9	variant
ENSG00000164032	H2AZ1	heart	present	gold quality	97.68	variant
ENSG00000164032	H2AZ1	heart	present	gold quality	96.69	variant
ENSG00000164032	H2AZ1	heart	present	gold quality	97.12	variant
ENSG00000164032	H2AZ1	heart	present	gold quality	97.05	variant
ENSG00000164032	H2AZ1	heart	present	gold quality	97.68	variant
ENSG00000164032	H2AZ1	heart	present	gold quality	97.46	variant
ENSG00000164032	H2AZ1	heart	present	gold quality	96.21	variant
ENSG00000164032	H2AZ1	heart	present	gold quality	97.67	variant
ENSG00000164032	H2AZ1	heart	present	gold quality	97.16	variant
ENSG00000164032	H2AZ1	heart	present	gold quality	97.5	variant
ENSG00000164032	H2AZ1	heart	present	gold quality	97.32	variant
ENSG00000164032	H2AZ1	heart	present	gold quality	97.33	variant
ENSG00000164032	H2AZ1	heart	present	gold quality	99.0	variant
ENSG00000164032	H2AZ1	heart	present	gold quality	97.2	variant
ENSG00000164032	H2AZ1	cerebral cortex	present	gold quality	99.63	variant
ENSG00000164032	H2AZ1	cerebral cortex	present	gold quality	99.35	variant
ENSG00000164032	H2AZ1	cerebral cortex	present	gold quality	97.5	variant
ENSG00000164032	H2AZ1	cerebral cortex	present	gold quality	98.16	variant
ENSG00000164032	H2AZ1	cerebral cortex	present	gold quality	97.43	variant
ENSG00000164032	H2AZ1	cerebral cortex	present	gold quality	98.44	variant
ENSG00000164032	H2AZ1	cerebral cortex	present	gold quality	97.64	variant
ENSG00000164032	H2AZ1	cerebral cortex	present	gold quality	97.88	variant
ENSG00000164032	H2AZ1	cerebral cortex	present	gold quality	97.87	variant
ENSG00000164032	H2AZ1	cerebral cortex	present	gold quality	97.81	variant
ENSG00000164032	H2AZ1	skeletal muscle tissue	present	gold quality	95.33	variant
ENSG00000164032	H2AZ1	skeletal muscle tissue	present	gold quality	96.76	variant
ENSG00000164032	H2AZ1	skeletal muscle tissue	present	gold quality	95.33	variant
ENSG00000164032	H2AZ1	skeletal muscle tissue	present	gold quality	96.37	variant
ENSG00000164032	H2AZ1	skeletal muscle tissue	present	gold quality	97.0	variant
ENSG00000164032	H2AZ1	skeletal muscle tissue	present	gold quality	93.59	variant
ENSG00000164032	H2AZ1	skeletal muscle tissue	present	gold quality	96.53	variant
ENSG00000164032	H2AZ1	skeletal muscle tissue	present	gold quality	95.73	variant
ENSG00000164032	H2AZ1	skeletal muscle tissue	present	gold quality	96.14	variant
ENSG00000164032	H2AZ1	skeletal muscle tissue	present	gold quality	96.62	variant
ENSG00000164032	H2AZ1	skeletal muscle tissue	present	gold quality	95.84	variant
ENSG00000164032	H2AZ1	skeletal muscle tissue	present	gold quality	96.81	variant
ENSG00000164032	H2AZ1	skeletal muscle tissue	present	gold quality	96.62	variant
ENSG00000164032	H2AZ1	skeletal muscle tissue	present	gold quality	96.65	variant
ENSG00000164032	H2AZ1	skeletal muscle tissue	present	gold quality	96.96	variant
ENSG00000164032	H2AZ1	skeletal muscle tissue	present	gold quality	96.71	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	97.87	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	97.3	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	98.58	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	98.91	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	98.83	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	98.88	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	98.84	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	99.16	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	98.81	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	98.87	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	98.46	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	98.29	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	98.74	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	98.8	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	98.99	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	98.86	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	98.85	variant
ENSG00000164032	H2AZ1	colon	present	gold quality	98.83	variant
ENSG00000164032	H2AZ1	cortex of kidney	present	gold quality	91.19	variant
ENSG00000164032	H2AZ1	cortex of kidney	present	gold quality	97.42	variant
ENSG00000164032	H2AZ1	cortex of kidney	present	gold quality	96.97	variant
ENSG00000164032	H2AZ1	cortex of kidney	present	gold quality	97.67	variant
ENSG00000164032	H2AZ1	cortex of kidney	present	gold quality	96.93	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	98.97	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	97.65	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	98.44	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	97.33	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	98.56	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	97.77	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	97.96	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	97.81	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	98.3	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	98.29	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	98.35	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	97.21	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	96.55	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	96.52	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	96.85	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	95.08	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	93.26	variant
ENSG00000164032	H2AZ1	frontal cortex	present	gold quality	95.15	variant
