Gene ID	Gene name	Anatomical entity name	Expression	Call quality	Expression score	class
ENSG00000099284	MACROH2A2	pituitary gland	present	gold quality	88.24	variant
ENSG00000099284	MACROH2A2	pituitary gland	present	gold quality	87.24	variant
ENSG00000099284	MACROH2A2	pituitary gland	present	gold quality	86.01	variant
ENSG00000099284	MACROH2A2	pituitary gland	present	gold quality	87.79	variant
ENSG00000099284	MACROH2A2	pituitary gland	present	gold quality	87.56	variant
ENSG00000099284	MACROH2A2	pituitary gland	present	gold quality	85.71	variant
ENSG00000099284	MACROH2A2	pituitary gland	present	gold quality	87.09	variant
ENSG00000099284	MACROH2A2	pituitary gland	present	gold quality	86.81	variant
ENSG00000099284	MACROH2A2	pituitary gland	present	gold quality	85.9	variant
ENSG00000099284	MACROH2A2	pituitary gland	present	gold quality	86.26	variant
ENSG00000099284	MACROH2A2	pituitary gland	present	gold quality	84.43	variant
ENSG00000099284	MACROH2A2	pituitary gland	present	gold quality	82.24	variant
ENSG00000099284	MACROH2A2	pituitary gland	present	gold quality	86.37	variant
ENSG00000099284	MACROH2A2	lymph node	present	gold quality	83.0	variant
ENSG00000099284	MACROH2A2	lymph node	present	gold quality	82.24	variant
ENSG00000099284	MACROH2A2	lymph node	present	gold quality	83.71	variant
ENSG00000099284	MACROH2A2	lymph node	present	gold quality	75.88	variant
ENSG00000099284	MACROH2A2	lymph node	present	gold quality	80.25	variant
ENSG00000099284	MACROH2A2	lymph node	present	gold quality	78.71	variant
ENSG00000099284	MACROH2A2	adult mammalian kidney	present	gold quality	84.9	variant
ENSG00000099284	MACROH2A2	adult mammalian kidney	present	gold quality	86.12	variant
ENSG00000099284	MACROH2A2	adult mammalian kidney	present	gold quality	87.1	variant
ENSG00000099284	MACROH2A2	adult mammalian kidney	present	gold quality	80.57	variant
ENSG00000099284	MACROH2A2	adult mammalian kidney	present	gold quality	82.77	variant
ENSG00000099284	MACROH2A2	adult mammalian kidney	present	gold quality	82.29	variant
ENSG00000099284	MACROH2A2	adult mammalian kidney	present	gold quality	84.1	variant
ENSG00000099284	MACROH2A2	adult mammalian kidney	present	gold quality	84.34	variant
ENSG00000099284	MACROH2A2	adult mammalian kidney	present	gold quality	83.6	variant
ENSG00000099284	MACROH2A2	adult mammalian kidney	present	gold quality	80.41	variant
ENSG00000099284	MACROH2A2	adult mammalian kidney	present	gold quality	81.3	variant
ENSG00000099284	MACROH2A2	adult mammalian kidney	present	gold quality	83.11	variant
ENSG00000099284	MACROH2A2	prefrontal cortex	present	gold quality	85.64	variant
ENSG00000099284	MACROH2A2	prefrontal cortex	present	gold quality	84.41	variant
ENSG00000099284	MACROH2A2	prefrontal cortex	present	gold quality	75.55	variant
ENSG00000099284	MACROH2A2	prefrontal cortex	present	gold quality	83.36	variant
ENSG00000099284	MACROH2A2	prefrontal cortex	present	gold quality	78.29	variant
ENSG00000099284	MACROH2A2	prefrontal cortex	present	gold quality	82.48	variant
ENSG00000099284	MACROH2A2	prefrontal cortex	present	gold quality	86.4	variant
ENSG00000099284	MACROH2A2	prefrontal cortex	present	gold quality	84.29	variant
ENSG00000099284	MACROH2A2	multicellular organism	present	gold quality	79.73	variant
ENSG00000099284	MACROH2A2	testis	present	gold quality	74.8	variant
ENSG00000099284	MACROH2A2	testis	present	gold quality	72.14	variant
ENSG00000099284	MACROH2A2	testis	present	gold quality	72.6	variant
ENSG00000099284	MACROH2A2	testis	present	gold quality	81.71	variant
ENSG00000099284	MACROH2A2	testis	present	gold quality	81.78	variant
ENSG00000099284	MACROH2A2	testis	present	gold quality	81.17	variant
ENSG00000099284	MACROH2A2	testis	present	gold quality	80.39	variant
ENSG00000099284	MACROH2A2	testis	present	gold quality	79.23	variant
ENSG00000099284	MACROH2A2	testis	present	gold quality	81.13	variant
ENSG00000099284	MACROH2A2	testis	present	gold quality	81.0	variant
ENSG00000099284	MACROH2A2	testis	present	gold quality	77.83	variant
ENSG00000099284	MACROH2A2	testis	present	gold quality	81.38	variant
ENSG00000099284	MACROH2A2	testis	present	gold quality	85.77	variant
ENSG00000099284	MACROH2A2	heart	present	gold quality	92.5	variant
ENSG00000099284	MACROH2A2	heart	present	gold quality	87.15	variant
ENSG00000099284	MACROH2A2	heart	present	gold quality	84.99	variant
ENSG00000099284	MACROH2A2	heart	present	gold quality	84.9	variant
ENSG00000099284	MACROH2A2	heart	present	gold quality	84.13	variant
ENSG00000099284	MACROH2A2	heart	present	gold quality	85.22	variant
ENSG00000099284	MACROH2A2	heart	present	gold quality	83.4	variant
ENSG00000099284	MACROH2A2	heart	present	gold quality	83.52	variant
ENSG00000099284	MACROH2A2	heart	present	gold quality	86.27	variant
ENSG00000099284	MACROH2A2	heart	present	gold quality	86.01	variant
ENSG00000099284	MACROH2A2	heart	present	gold quality	83.64	variant
ENSG00000099284	MACROH2A2	heart	present	gold quality	81.19	variant
ENSG00000099284	MACROH2A2	heart	present	gold quality	84.13	variant
ENSG00000099284	MACROH2A2	heart	present	gold quality	84.03	variant
ENSG00000099284	MACROH2A2	heart	present	gold quality	83.19	variant
ENSG00000099284	MACROH2A2	cerebral cortex	present	gold quality	95.7	variant
ENSG00000099284	MACROH2A2	cerebral cortex	present	gold quality	96.95	variant
ENSG00000099284	MACROH2A2	cerebral cortex	present	gold quality	80.35	variant
ENSG00000099284	MACROH2A2	cerebral cortex	present	gold quality	82.92	variant
ENSG00000099284	MACROH2A2	cerebral cortex	present	gold quality	78.86	variant
ENSG00000099284	MACROH2A2	cerebral cortex	present	gold quality	83.71	variant
ENSG00000099284	MACROH2A2	cerebral cortex	present	gold quality	79.76	variant
ENSG00000099284	MACROH2A2	cerebral cortex	present	gold quality	80.89	variant
ENSG00000099284	MACROH2A2	cerebral cortex	present	gold quality	80.67	variant
ENSG00000099284	MACROH2A2	skeletal muscle tissue	present	gold quality	82.14	variant
ENSG00000099284	MACROH2A2	skeletal muscle tissue	present	gold quality	81.93	variant
ENSG00000099284	MACROH2A2	skeletal muscle tissue	present	gold quality	81.85	variant
ENSG00000099284	MACROH2A2	skeletal muscle tissue	present	gold quality	82.46	variant
ENSG00000099284	MACROH2A2	skeletal muscle tissue	present	gold quality	80.86	variant
ENSG00000099284	MACROH2A2	skeletal muscle tissue	present	gold quality	80.88	variant
ENSG00000099284	MACROH2A2	skeletal muscle tissue	present	gold quality	82.61	variant
ENSG00000099284	MACROH2A2	skeletal muscle tissue	present	gold quality	83.12	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	88.9	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	84.05	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	82.09	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	82.1	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	81.32	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	82.38	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	81.64	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	79.62	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	81.62	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	82.64	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	86.08	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	82.56	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	82.14	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	81.85	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	73.3	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	82.09	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	82.11	variant
ENSG00000099284	MACROH2A2	colon	present	gold quality	81.94	variant
ENSG00000099284	MACROH2A2	cortex of kidney	present	gold quality	87.27	variant
ENSG00000099284	MACROH2A2	cortex of kidney	present	gold quality	82.8	variant
ENSG00000099284	MACROH2A2	cortex of kidney	present	gold quality	85.57	variant
ENSG00000099284	MACROH2A2	cortex of kidney	present	gold quality	80.52	variant
ENSG00000099284	MACROH2A2	cortex of kidney	present	gold quality	83.98	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	92.84	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	81.18	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	84.64	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	78.37	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	84.16	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	80.05	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	80.34	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	81.51	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	80.49	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	79.85	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	78.63	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	80.39	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	78.02	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	82.07	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	82.54	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	82.08	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	82.58	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	81.61	variant
ENSG00000099284	MACROH2A2	frontal cortex	present	gold quality	83.35	variant
ENSG00000099284	MACROH2A2	temporal lobe	present	gold quality	81.42	variant
ENSG00000099284	MACROH2A2	temporal lobe	present	gold quality	80.47	variant
ENSG00000099284	MACROH2A2	temporal lobe	present	gold quality	82.22	variant
ENSG00000099284	MACROH2A2	temporal lobe	present	gold quality	80.91	variant
ENSG00000099284	MACROH2A2	temporal lobe	present	gold quality	81.43	variant
ENSG00000099284	MACROH2A2	temporal lobe	present	gold quality	81.96	variant
ENSG00000099284	MACROH2A2	cerebellum	present	gold quality	88.82	variant
ENSG00000099284	MACROH2A2	cerebellum	present	gold quality	88.09	variant
ENSG00000099284	MACROH2A2	cerebellum	present	gold quality	93.59	variant
ENSG00000099284	MACROH2A2	cerebellum	present	gold quality	88.73	variant
ENSG00000099284	MACROH2A2	cerebellum	present	gold quality	88.81	variant
ENSG00000099284	MACROH2A2	cerebellum	present	gold quality	88.39	variant
ENSG00000099284	MACROH2A2	cerebellum	present	gold quality	87.57	variant
ENSG00000099284	MACROH2A2	cerebellum	present	gold quality	91.5	variant
ENSG00000099284	MACROH2A2	cerebellum	present	gold quality	90.59	variant
ENSG00000099284	MACROH2A2	cerebellum	present	gold quality	81.94	variant
ENSG00000099284	MACROH2A2	cerebellum	present	gold quality	87.89	variant
ENSG00000099284	MACROH2A2	cerebellum	present	gold quality	87.84	variant
ENSG00000099284	MACROH2A2	cerebellum	present	gold quality	87.84	variant
ENSG00000099284	MACROH2A2	cerebellum	present	gold quality	85.71	variant
ENSG00000099284	MACROH2A2	lung	present	gold quality	95.25	variant
ENSG00000099284	MACROH2A2	lung	present	gold quality	90.17	variant
ENSG00000099284	MACROH2A2	lung	present	gold quality	78.97	variant
ENSG00000099284	MACROH2A2	lung	present	gold quality	82.36	variant
ENSG00000099284	MACROH2A2	lung	present	gold quality	77.4	variant
ENSG00000099284	MACROH2A2	lung	present	gold quality	75.05	variant
ENSG00000099284	MACROH2A2	lung	present	gold quality	75.38	variant
ENSG00000099284	MACROH2A2	lung	present	gold quality	75.79	variant
ENSG00000099284	MACROH2A2	lung	present	gold quality	75.63	variant
ENSG00000099284	MACROH2A2	lung	present	gold quality	77.06	variant
ENSG00000099284	MACROH2A2	lung	present	gold quality	76.47	variant
ENSG00000099284	MACROH2A2	lung	present	gold quality	75.25	variant
ENSG00000099284	MACROH2A2	lung	present	gold quality	71.74	variant
ENSG00000099284	MACROH2A2	lung	present	gold quality	77.24	variant
ENSG00000099284	MACROH2A2	lung	present	gold quality	76.32	variant
ENSG00000099284	MACROH2A2	lung	present	gold quality	91.72	variant
ENSG00000099284	MACROH2A2	spleen	present	gold quality	70.02	variant
ENSG00000099284	MACROH2A2	spleen	present	gold quality	73.17	variant
ENSG00000099284	MACROH2A2	spleen	present	gold quality	74.11	variant
ENSG00000099284	MACROH2A2	spleen	present	gold quality	72.53	variant
ENSG00000099284	MACROH2A2	spleen	present	gold quality	71.03	variant
ENSG00000099284	MACROH2A2	spleen	present	gold quality	71.52	variant
ENSG00000099284	MACROH2A2	spleen	present	gold quality	70.37	variant
ENSG00000099284	MACROH2A2	spleen	present	gold quality	71.41	variant
ENSG00000099284	MACROH2A2	spleen	present	gold quality	70.19	variant
ENSG00000099284	MACROH2A2	spleen	present	gold quality	71.36	variant
ENSG00000099284	MACROH2A2	spleen	present	gold quality	71.62	variant
ENSG00000099284	MACROH2A2	spleen	present	gold quality	71.47	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	83.29	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	84.62	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	86.39	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	84.18	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	86.83	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	80.75	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	77.79	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	83.23	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	82.03	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	77.38	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	74.21	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	81.62	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	82.58	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	82.36	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	87.49	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	81.91	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	82.29	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	84.11	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	81.89	variant
ENSG00000099284	MACROH2A2	liver	present	gold quality	89.25	variant
ENSG00000099284	MACROH2A2	cerebellar cortex	present	gold quality	88.23	variant
ENSG00000099284	MACROH2A2	cerebellar cortex	present	gold quality	87.94	variant
ENSG00000099284	MACROH2A2	thymus	present	gold quality	82.96	variant
ENSG00000099284	MACROH2A2	thymus	present	gold quality	90.43	variant
ENSG00000099284	MACROH2A2	bone marrow	present	gold quality	75.26	variant
ENSG00000099284	MACROH2A2	bone marrow	present	gold quality	74.63	variant
ENSG00000099284	MACROH2A2	primary visual cortex	present	gold quality	78.68	variant
ENSG00000099284	MACROH2A2	primary visual cortex	present	gold quality	76.3	variant
ENSG00000099284	MACROH2A2	primary visual cortex	present	gold quality	80.12	variant
ENSG00000099284	MACROH2A2	primary visual cortex	present	gold quality	76.92	variant
ENSG00000099284	MACROH2A2	primary visual cortex	present	gold quality	80.2	variant
ENSG00000099284	MACROH2A2	primary visual cortex	present	gold quality	79.02	variant
ENSG00000099284	MACROH2A2	primary visual cortex	present	gold quality	80.71	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	80.4	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	78.01	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	78.89	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	77.54	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	77.63	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	78.71	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	80.71	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	79.87	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	77.55	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	77.42	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	78.68	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	79.35	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	76.35	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	77.95	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	82.68	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	81.15	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	77.07	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	78.51	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	79.46	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	77.01	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	78.65	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	79.91	variant
ENSG00000099284	MACROH2A2	superior frontal gyrus	present	gold quality	78.72	variant
ENSG00000099284	MACROH2A2	hindlimb stylopod muscle	present	gold quality	83.32	variant
ENSG00000099284	MACROH2A2	hindlimb stylopod muscle	present	gold quality	86.51	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	79.11	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	78.06	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	80.23	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	79.63	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	81.65	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	80.15	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	81.36	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	80.85	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	81.45	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	80.63	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	80.64	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	76.34	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	80.99	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	77.11	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	77.74	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	77.93	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	79.69	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	76.18	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	77.56	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	78.53	variant
ENSG00000099284	MACROH2A2	dorsolateral prefrontal cortex	present	gold quality	78.35	variant
ENSG00000105968	H2AZ2	pituitary gland	present	gold quality	94.5	variant
ENSG00000105968	H2AZ2	pituitary gland	present	gold quality	95.97	variant
ENSG00000105968	H2AZ2	pituitary gland	present	gold quality	91.22	variant
ENSG00000105968	H2AZ2	pituitary gland	present	gold quality	93.11	variant
ENSG00000105968	H2AZ2	pituitary gland	present	gold quality	94.37	variant
ENSG00000105968	H2AZ2	pituitary gland	present	gold quality	95.4	variant
ENSG00000105968	H2AZ2	pituitary gland	present	gold quality	94.24	variant
ENSG00000105968	H2AZ2	pituitary gland	present	gold quality	94.87	variant
ENSG00000105968	H2AZ2	pituitary gland	present	gold quality	95.12	variant
ENSG00000105968	H2AZ2	pituitary gland	present	gold quality	95.06	variant
ENSG00000105968	H2AZ2	pituitary gland	present	gold quality	94.5	variant
ENSG00000105968	H2AZ2	pituitary gland	present	gold quality	88.86	variant
ENSG00000105968	H2AZ2	pituitary gland	present	gold quality	94.75	variant
ENSG00000105968	H2AZ2	lymph node	present	gold quality	93.75	variant
ENSG00000105968	H2AZ2	lymph node	present	gold quality	93.03	variant
ENSG00000105968	H2AZ2	lymph node	present	gold quality	91.85	variant
ENSG00000105968	H2AZ2	lymph node	present	gold quality	97.91	variant
ENSG00000105968	H2AZ2	lymph node	present	gold quality	94.46	variant
ENSG00000105968	H2AZ2	lymph node	present	gold quality	97.02	variant
ENSG00000105968	H2AZ2	adult mammalian kidney	present	gold quality	94.61	variant
ENSG00000105968	H2AZ2	adult mammalian kidney	present	gold quality	95.13	variant
ENSG00000105968	H2AZ2	adult mammalian kidney	present	gold quality	90.26	variant
ENSG00000105968	H2AZ2	adult mammalian kidney	present	gold quality	96.14	variant
ENSG00000105968	H2AZ2	adult mammalian kidney	present	gold quality	96.3	variant
ENSG00000105968	H2AZ2	adult mammalian kidney	present	gold quality	95.79	variant
ENSG00000105968	H2AZ2	adult mammalian kidney	present	gold quality	89.66	variant
ENSG00000105968	H2AZ2	adult mammalian kidney	present	gold quality	93.11	variant
ENSG00000105968	H2AZ2	adult mammalian kidney	present	gold quality	97.56	variant
ENSG00000105968	H2AZ2	adult mammalian kidney	present	gold quality	97.05	variant
ENSG00000105968	H2AZ2	adult mammalian kidney	present	gold quality	95.8	variant
ENSG00000105968	H2AZ2	adult mammalian kidney	present	gold quality	93.92	variant
ENSG00000105968	H2AZ2	adult mammalian kidney	present	gold quality	95.33	variant
ENSG00000105968	H2AZ2	adult mammalian kidney	present	gold quality	95.34	variant
ENSG00000105968	H2AZ2	adult mammalian kidney	present	gold quality	95.53	variant
ENSG00000105968	H2AZ2	prefrontal cortex	present	gold quality	96.55	variant
ENSG00000105968	H2AZ2	prefrontal cortex	present	gold quality	96.19	variant
ENSG00000105968	H2AZ2	prefrontal cortex	present	gold quality	97.63	variant
ENSG00000105968	H2AZ2	prefrontal cortex	present	gold quality	96.72	variant
ENSG00000105968	H2AZ2	prefrontal cortex	present	gold quality	95.27	variant
ENSG00000105968	H2AZ2	prefrontal cortex	present	gold quality	97.23	variant
ENSG00000105968	H2AZ2	prefrontal cortex	present	gold quality	97.43	variant
ENSG00000105968	H2AZ2	prefrontal cortex	present	gold quality	95.97	variant
ENSG00000105968	H2AZ2	prefrontal cortex	present	gold quality	96.22	variant
ENSG00000105968	H2AZ2	prefrontal cortex	present	gold quality	94.52	variant
ENSG00000105968	H2AZ2	multicellular organism	present	gold quality	95.77	variant
ENSG00000105968	H2AZ2	testis	present	gold quality	94.53	variant
ENSG00000105968	H2AZ2	testis	present	gold quality	92.77	variant
ENSG00000105968	H2AZ2	testis	present	gold quality	94.74	variant
ENSG00000105968	H2AZ2	testis	present	gold quality	96.24	variant
ENSG00000105968	H2AZ2	testis	present	gold quality	95.97	variant
ENSG00000105968	H2AZ2	testis	present	gold quality	97.19	variant
ENSG00000105968	H2AZ2	testis	present	gold quality	97.15	variant
ENSG00000105968	H2AZ2	testis	present	gold quality	95.97	variant
ENSG00000105968	H2AZ2	testis	present	gold quality	97.69	variant
ENSG00000105968	H2AZ2	testis	present	gold quality	95.68	variant
ENSG00000105968	H2AZ2	testis	present	gold quality	94.71	variant
ENSG00000105968	H2AZ2	testis	present	gold quality	96.72	variant
ENSG00000105968	H2AZ2	testis	present	gold quality	96.79	variant
ENSG00000105968	H2AZ2	heart	present	gold quality	98.89	variant
ENSG00000105968	H2AZ2	heart	present	gold quality	98.59	variant
ENSG00000105968	H2AZ2	heart	present	gold quality	97.38	variant
ENSG00000105968	H2AZ2	heart	present	gold quality	97.35	variant
ENSG00000105968	H2AZ2	heart	present	gold quality	97.31	variant
ENSG00000105968	H2AZ2	heart	present	gold quality	97.31	variant
ENSG00000105968	H2AZ2	heart	present	gold quality	97.19	variant
ENSG00000105968	H2AZ2	heart	present	gold quality	97.29	variant
ENSG00000105968	H2AZ2	heart	present	gold quality	97.08	variant
ENSG00000105968	H2AZ2	heart	present	gold quality	98.67	variant
ENSG00000105968	H2AZ2	heart	present	gold quality	97.37	variant
ENSG00000105968	H2AZ2	heart	present	gold quality	97.32	variant
ENSG00000105968	H2AZ2	heart	present	gold quality	97.32	variant
ENSG00000105968	H2AZ2	heart	present	gold quality	97.32	variant
ENSG00000105968	H2AZ2	heart	present	gold quality	98.67	variant
ENSG00000105968	H2AZ2	heart	present	gold quality	97.59	variant
ENSG00000105968	H2AZ2	cerebral cortex	present	gold quality	98.31	variant
ENSG00000105968	H2AZ2	cerebral cortex	present	gold quality	98.48	variant
ENSG00000105968	H2AZ2	cerebral cortex	present	gold quality	96.78	variant
ENSG00000105968	H2AZ2	cerebral cortex	present	gold quality	96.65	variant
ENSG00000105968	H2AZ2	cerebral cortex	present	gold quality	96.69	variant
ENSG00000105968	H2AZ2	cerebral cortex	present	gold quality	96.22	variant
ENSG00000105968	H2AZ2	cerebral cortex	present	gold quality	96.38	variant
ENSG00000105968	H2AZ2	cerebral cortex	present	gold quality	96.77	variant
ENSG00000105968	H2AZ2	cerebral cortex	present	gold quality	96.47	variant
ENSG00000105968	H2AZ2	cerebral cortex	present	gold quality	96.41	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	90.43	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	95.94	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	95.52	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	93.66	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	91.47	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	94.91	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	96.28	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	94.11	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	94.84	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	95.45	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	95.57	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	94.26	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	96.08	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	95.56	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	95.89	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	96.73	variant
ENSG00000105968	H2AZ2	skeletal muscle tissue	present	gold quality	95.94	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	97.73	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	97.0	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	96.36	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	96.94	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	96.81	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	97.23	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	97.29	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	98.38	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	97.22	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	97.35	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	92.84	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	95.54	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	96.87	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	97.14	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	95.35	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	96.96	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	97.13	variant
ENSG00000105968	H2AZ2	colon	present	gold quality	97.14	variant
