gene_name,species_dir,species_name,ensembl_gene_id,tissue,cell_mean_score,cell_std_score,cell_n,cell_status,map_label,class,expression_score,agg_expression_score
H2AC15,bos_taurus,Bos taurus,ENSBTAG00000053621,Ammon's horn,0.0,0.0,0,observed_zero,H2AC15:VGNC:83586,clustered,0.0,0.0
H2AC15,bos_taurus,Bos taurus,ENSBTAG00000053621,abdominal lymph node,0.0,0.0,0,observed_zero,H2AC15:VGNC:83586,clustered,0.0,0.0
H2AC15,bos_taurus,Bos taurus,ENSBTAG00000053621,abomasum,51.31333333333333,3.244955058754022,3,present_gold,H2AC15:VGNC:83586,clustered,51.31333333333333,51.31333333333333
H2AC15,bos_taurus,Bos taurus,ENSBTAG00000053621,adenohypophysis,0.0,0.0,0,observed_zero,H2AC15:VGNC:83586,clustered,0.0,0.0
H2AC15,bos_taurus,Bos taurus,ENSBTAG00000053621,adipose tissue,33.01,1.804050997061891,4,present_gold,H2AC15:VGNC:83586,clustered,33.01,33.01
H2AC15,bos_taurus,Bos taurus,ENSBTAG00000053621,adrenal gland,0.0,0.0,0,observed_zero,H2AC15:VGNC:83586,clustered,0.0,0.0
H2AC15,bos_taurus,Bos taurus,ENSBTAG00000053621,adult mammalian kidney,0.0,0.0,0,observed_zero,H2AC15:VGNC:83586,clustered,0.0,0.0
H2AC15,bos_taurus,Bos taurus,ENSBTAG00000053621,ampulla of uterine tube,0.0,0.0,0,observed_zero,H2AC15:VGNC:83586,clustered,0.0,0.0
H2AC15,bos_taurus,Bos taurus,ENSBTAG00000053621,anterior segment of eyeball,0.0,0.0,0,observed_zero,H2AC15:VGNC:83586,clustered,0.0,0.0
H2AC15,bos_taurus,Bos taurus,ENSBTAG00000053621,aorta,0.0,0.0,0,observed_zero,H2AC15:VGNC:83586,clustered,0.0,0.0
H2AC15,bos_taurus,Bos taurus,ENSBTAG00000053621,ascending colon,0.0,0.0,0,observed_zero,H2AC15:VGNC:83586,clustered,0.0,0.0
H2AC15,bos_taurus,Bos taurus,ENSBTAG00000053621,biceps femoris,0.0,0.0,0,observed_zero,H2AC15:VGNC:83586,clustered,0.0,0.0
H2AC15,bos_taurus,Bos taurus,ENSBTAG00000053621,blood,47.31,0.0,1,present_gold,H2AC15:VGNC:83586,clustered,47.31,47.31
H2AC15,bos_taurus,Bos taurus,ENSBTAG00000053621,bone marrow,0.0,0.0,0,observed_zero,H2AC15:VGNC:83586,clustered,0.0,0.0
