species_name	ensembl_gene_id	gene_name	hgnc_id	vgnc_id	id_type	id_value	class	label
Cavia porcellus	ENSCPOG00000006352	LOC100724929			vgnc_id		variant	LOC100724929:ENSCPOG00000006352
Cavia porcellus	ENSCPOG00000034514	LOC100713054			vgnc_id		clustered	LOC100713054:ENSCPOG00000034514
