species	species_slug	gene_id	gene_name	anatomical_entity_name	expression	call_quality	expression_score	affymetrix_expression_score	est_expression_score	in_situ_hybridization_expression_score	rna_seq_expression_score	single_cell_rna_seq_expression_score	active_sources	active_source_count	source_class	heatmap_qualifying	overall_equals_rnaseq_score
Homo sapiens	homo_sapiens	ENSG00000274183	H2AB1	esophagogastric junction muscularis propria	present	gold quality	24.66				24.66		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274183	H2AB1	esophagogastric junction muscularis propria	absent	silver quality	38.15				38.15		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274183	H2AB1	esophagogastric junction muscularis propria	absent	gold quality	19.75				19.75		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274183	H2AB1	esophagogastric junction muscularis propria	present	gold quality	28.62				28.62		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274183	H2AB1	esophagogastric junction muscularis propria	present	gold quality	33.77				33.77		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274183	H2AB1	esophagogastric junction muscularis propria	present	gold quality	35.70				35.70		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274183	H2AB1	esophagogastric junction muscularis propria	present	gold quality	30.27				30.27		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274183	H2AB1	esophagogastric junction muscularis propria	present	gold quality	37.50				37.50		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274183	H2AB1	esophagogastric junction muscularis propria	present	gold quality	27.74				27.74		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274183	H2AB1	esophagogastric junction muscularis propria	absent	gold quality	19.52				19.52		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	granulocyte	present	gold quality	61.78				61.78		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	monocyte	present	gold quality	43.08				43.08		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	leukocyte	absent	gold quality	31.99				31.99		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	bone marrow cell	present	gold quality	98.60				98.60		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	stromal cell of endometrium	absent	gold quality	29.87				29.87		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	uterine cervix	present	gold quality	45.39				45.39		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	islet of Langerhans	absent	gold quality	27.25				27.25		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	islet of Langerhans	absent	gold quality	25.96				25.96		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	islet of Langerhans	present	gold quality	43.62				43.62		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	islet of Langerhans	absent	gold quality	27.22				27.22		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	islet of Langerhans	absent	gold quality	24.74				24.74		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	islet of Langerhans	absent	gold quality	26.47				26.47		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	islet of Langerhans	absent	gold quality	27.76				27.76		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	islet of Langerhans	present	gold quality	29.17				29.17		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	islet of Langerhans	absent	gold quality	31.38				31.38		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	islet of Langerhans	absent	gold quality	28.57				28.57		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	pituitary gland	present	gold quality	48.86				48.86		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	pituitary gland	absent	gold quality	14.31				14.31		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	pituitary gland	absent	gold quality	15.28				15.28		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	pituitary gland	present	silver quality	23.41				23.41		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	pituitary gland	absent	gold quality	21.11				21.11		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	pituitary gland	absent	silver quality	23.20				23.20		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	pituitary gland	absent	silver quality	23.02				23.02		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	pituitary gland	absent	silver quality	27.70				27.70		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	pituitary gland	absent	gold quality	19.13				19.13		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	pituitary gland	present	silver quality	22.03				22.03		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	zone of skin	present	gold quality	30.97				30.97		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	zone of skin	present	gold quality	30.35				30.35		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	lymph node	present	gold quality	57.14				57.14		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	lymph node	present	gold quality	51.39				51.39		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	adult mammalian kidney	absent	gold quality	18.24				18.24		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	adult mammalian kidney	present	gold quality	44.89				44.89		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	adult mammalian kidney	absent	gold quality	16.64				16.64		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	adult mammalian kidney	absent	gold quality	23.69				23.69		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	adult mammalian kidney	present	silver quality	38.22				38.22		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	adult mammalian kidney	present	silver quality	30.57				30.57		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	adult mammalian kidney	absent	gold quality	42.10				42.10		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	adult mammalian kidney	absent	gold quality	37.04				37.04		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	adult mammalian kidney	absent	gold quality	20.14				20.14		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	adult mammalian kidney	present	gold quality	63.46				63.46		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	adult mammalian kidney	present	gold quality	29.76				29.76		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	intestine	present	gold quality	88.30				88.30		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	intestine	present	gold quality	93.92				93.92		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	intestine	present	gold quality	93.97				93.97		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	intestine	present	gold quality	44.21				44.21		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	blood	present	gold quality	52.35				52.35		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	blood	present	gold quality	52.30				52.30		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	blood	present	gold quality	68.52				68.52		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	blood	present	gold quality	52.32				52.32		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	blood	present	gold quality	44.71				44.71		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	blood	present	gold quality	47.56				47.56		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	blood	present	gold quality	53.32				53.32		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	blood	present	gold quality	52.58				52.58		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	blood	present	gold quality	55.67				55.67		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	blood	present	gold quality	55.38				55.38		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	blood	absent	gold quality	24.08				24.08		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	blood	present	gold quality	56.04				56.04		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	blood	present	gold quality	53.42				53.42		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	blood	present	gold quality	55.38				55.38		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	blood	present	gold quality	52.42				52.42		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	blood	present	gold quality	56.48				56.48		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	colonic epithelium	present	gold quality	82.27				82.27		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	prefrontal cortex	present	gold quality	33.82				33.82		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	prefrontal cortex	present	gold quality	32.11				32.11		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	prefrontal cortex	absent	gold quality	22.23				22.23		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	prefrontal cortex	present	gold quality	52.29				52.29		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	prefrontal cortex	absent	gold quality	18.06				18.06		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	prefrontal cortex	present	gold quality	35.79				35.79		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	prefrontal cortex	present	gold quality	31.76				31.76		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	endocervix	present	gold quality	40.65				40.65		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	endocervix	present	silver quality	37.82				37.82		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	endocervix	present	gold quality	45.96				45.96		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	multicellular organism	present	gold quality	35.60				35.60		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	testis	present	gold quality	50.64				50.64		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	testis	present	gold quality	52.66				52.66		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	testis	present	gold quality	59.93				59.93		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	testis	present	gold quality	58.53				58.53		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	testis	present	gold quality	51.90				51.90		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	testis	present	gold quality	52.81				52.81		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	testis	present	gold quality	52.85				52.85		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	testis	present	gold quality	51.34				51.34		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	stomach	present	gold quality	96.35				96.35		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	stomach	present	gold quality	98.52				98.52		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	stomach	present	gold quality	97.16				97.16		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	stomach	present	gold quality	98.65				98.65		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	stomach	present	gold quality	33.79				33.79		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	stomach	present	gold quality	39.49				39.49		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	stomach	present	gold quality	40.68				40.68		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	stomach	present	gold quality	33.87				33.87		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	stomach	present	gold quality	41.33				41.33		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	stomach	present	gold quality	34.99				34.99		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	stomach	present	gold quality	36.32				36.32		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	stomach	present	gold quality	99.08				99.08		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	heart	present	gold quality	94.46				94.46		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	heart	present	gold quality	91.40				91.40		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	heart	present	gold quality	38.51				38.51		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	heart	present	silver quality	29.91				29.91		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	heart	present	gold quality	78.83				78.83		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	heart	absent	gold quality	23.81				23.81		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	heart	absent	gold quality	23.05				23.05		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	heart	present	gold quality	41.20				41.20		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	heart	present	gold quality	31.87				31.87		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	heart	present	gold quality	44.05				44.05		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	brain	absent	silver quality	39.38				39.38		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	brain	present	gold quality	24.61				24.61		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	brain	present	gold quality	23.80				23.80		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	brain	present	gold quality	23.90				23.90		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	cerebral cortex	present	gold quality	24.97				24.97		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	ovary	present	silver quality	31.62				31.62		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	ovary	present	silver quality	32.93				32.93		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	ovary	present	gold quality	32.21				32.21		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	ovary	present	gold quality	30.64				30.64		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	vagina	present	gold quality	35.08				35.08		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	vagina	present	gold quality	39.64				39.64		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	vagina	present	silver quality	34.78				34.78		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	vagina	present	gold quality	33.14				33.14		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	vagina	present	silver quality	33.21				33.21		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	adipose tissue	absent	gold quality	24.31				24.31		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	adipose tissue	present	gold quality	34.89				34.89		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	adipose tissue	present	gold quality	34.28				34.28		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	esophagus	present	silver quality	32.14				32.14		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	esophagus	present	gold quality	37.79				37.79		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	esophagus	present	gold quality	36.95				36.95		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	esophagus	present	gold quality	35.93				35.93		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	saliva-secreting gland	present	silver quality	31.62				31.62		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	rectum	present	gold quality	40.27				40.27		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of liver	absent	gold quality	22.77				22.77		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of liver	absent	gold quality	22.69				22.69		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of liver	present	gold quality	41.36				41.36		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of liver	absent	gold quality	25.90				25.90		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of liver	absent	gold quality	30.40				30.40		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of liver	absent	gold quality	22.40				22.40		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of liver	absent	gold quality	22.84				22.84		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of liver	absent	gold quality	23.85				23.85		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of liver	present	silver quality	46.30				46.30		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of thyroid gland	absent	gold quality	28.02				28.02		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of thyroid gland	absent	gold quality	18.94				18.94		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of thyroid gland	present	silver quality	31.73				31.73		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of thyroid gland	absent	gold quality	25.51				25.51		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of thyroid gland	absent	gold quality	26.72				26.72		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of thyroid gland	present	gold quality	35.05				35.05		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of thyroid gland	present	silver quality	35.22				35.22		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	right lobe of thyroid gland	present	silver quality	31.12				31.12		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	left lobe of thyroid gland	present	silver quality	27.84				27.84		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	left lobe of thyroid gland	present	silver quality	32.46				32.46		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	left lobe of thyroid gland	absent	gold quality	17.05				17.05		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	left lobe of thyroid gland	absent	gold quality	25.02				25.02		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	left lobe of thyroid gland	present	silver quality	27.66				27.66		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	left lobe of thyroid gland	present	silver quality	25.39				25.39		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	left lobe of thyroid gland	present	silver quality	21.13				21.13		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	left lobe of thyroid gland	present	gold quality	35.45				35.45		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	left lobe of thyroid gland	present	silver quality	25.71				25.71		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	left lobe of thyroid gland	present	silver quality	29.84				29.84		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	left lobe of thyroid gland	absent	silver quality	37.67				37.67		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	skeletal muscle tissue	absent	gold quality	34.36				34.36		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	skeletal muscle tissue	present	gold quality	45.35				45.35		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	skeletal muscle tissue	absent	gold quality	30.87				30.87		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	skeletal muscle tissue	absent	gold quality	33.66				33.66		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	smooth muscle tissue	present	gold quality	40.45				40.45		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	body of pancreas	present	gold quality	34.63				34.63		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	body of pancreas	absent	gold quality	22.67				22.67		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	body of pancreas	present	gold quality	25.40				25.40		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	body of pancreas	present	silver quality	27.67				27.67		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	body of pancreas	absent	gold quality	27.92				27.92		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	body of pancreas	absent	gold quality	26.50				26.50		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	body of pancreas	present	silver quality	27.59				27.59		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	body of pancreas	absent	silver quality	30.36				30.36		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	body of pancreas	absent	gold quality	25.89				25.89		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000274997	H2AC12	body of pancreas	present	gold quality	53.91				53.91		RNA-Seq	1	rna_seq_only	yes	yes
