species	species_slug	gene_id	gene_name	anatomical_entity_name	expression	call_quality	expression_score	affymetrix_expression_score	est_expression_score	in_situ_hybridization_expression_score	rna_seq_expression_score	single_cell_rna_seq_expression_score	active_sources	active_source_count	source_class	heatmap_qualifying	overall_equals_rnaseq_score
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	urinary bladder	present	gold quality	49.62				49.62		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	urinary bladder	present	silver quality	30.94				30.94		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	urinary bladder	present	silver quality	40.55				40.55		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	urinary bladder	present	gold quality	54.63				54.63		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	urinary bladder	present	gold quality	40.81				40.81		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	pancreas	present	gold quality	34.29				34.29		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	pancreas	present	gold quality	32.46				32.46		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	endometrium	absent	gold quality	31.09				31.09		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	endometrium	present	gold quality	31.15				31.15		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	myometrium	present	gold quality	33.54				33.54		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	myometrium	present	silver quality	33.88				33.88		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	myometrium	present	silver quality	40.94				40.94		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	myometrium	absent	silver quality	29.69				29.69		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	myometrium	absent	gold quality	25.98				25.98		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	myometrium	present	gold quality	37.44				37.44		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	myometrium	present	gold quality	34.77				34.77		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	right uterine tube	absent	gold quality	16.49				16.49		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	left uterine tube	absent	gold quality	17.01				17.01		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	left uterine tube	present	gold quality	47.32				47.32		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	tibial nerve	present	gold quality	46.65				46.65		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	tibial nerve	present	silver quality	35.02				35.02		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	tibial nerve	present	gold quality	53.18				53.18		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	tibial nerve	present	gold quality	34.18				34.18		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	tibial nerve	present	gold quality	35.00				35.00		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	tibial nerve	present	silver quality	38.08				38.08		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	tibial nerve	present	gold quality	38.41				38.41		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	tibial nerve	present	gold quality	36.98				36.98		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	tibial nerve	present	gold quality	33.14				33.14		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	tibial nerve	present	gold quality	39.08				39.08		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	tibial nerve	present	silver quality	35.32				35.32		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	muscle of leg	present	gold quality	37.75				37.75		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	muscle of leg	present	gold quality	46.41				46.41		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	gastrocnemius	present	gold quality	42.11				42.11		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	gastrocnemius	present	gold quality	49.95				49.95		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	gastrocnemius	absent	gold quality	35.43				35.43		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	gastrocnemius	present	gold quality	37.82				37.82		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	gastrocnemius	present	gold quality	48.29				48.29		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	gastrocnemius	present	gold quality	45.74				45.74		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	gastrocnemius	present	gold quality	43.24				43.24		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	gastrocnemius	present	gold quality	38.13				38.13		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	gastrocnemius	present	gold quality	41.17				41.17		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	gastrocnemius	present	gold quality	36.88				36.88		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	gastrocnemius	present	silver quality	46.76				46.76		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of abdomen	present	gold quality	48.63				48.63		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of abdomen	present	gold quality	49.31				49.31		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of abdomen	present	gold quality	51.63				51.63		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of abdomen	present	gold quality	48.80				48.80		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of abdomen	present	gold quality	44.65				44.65		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of abdomen	present	gold quality	47.18				47.18		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of abdomen	present	gold quality	49.32				49.32		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of abdomen	present	gold quality	42.27				42.27		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of abdomen	present	gold quality	51.03				51.03		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of abdomen	present	gold quality	63.20				63.20		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	ascending aorta	present	gold quality	43.17				43.17		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	ascending aorta	present	gold quality	42.49				42.49		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	ascending aorta	absent	gold quality	19.56				19.56		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	ascending aorta	present	gold quality	39.83				39.83		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	ascending aorta	present	gold quality	36.39				36.39		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	ascending aorta	present	gold quality	42.47				42.47		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	ascending aorta	present	silver quality	34.35				34.35		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	ascending aorta	present	gold quality	39.60				39.60		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	ascending aorta	present	silver quality	41.07				41.07		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	ascending aorta	present	gold quality	35.78				35.78		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of leg	present	gold quality	46.63				46.63		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of leg	present	gold quality	42.42				42.42		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of leg	present	gold quality	44.03				44.03		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of leg	present	gold quality	47.92				47.92		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of leg	present	gold quality	43.51				43.51		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of leg	present	gold quality	42.72				42.72		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of leg	present	gold quality	46.92				46.92		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of leg	present	gold quality	47.62				47.62		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of leg	present	gold quality	43.78				43.78		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of leg	present	gold quality	49.98				49.98		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of leg	absent	gold quality	17.01				17.01		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	skin of leg	present	gold quality	47.88				47.88		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	thoracic aorta	present	gold quality	45.83				45.83		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	thoracic aorta	absent	silver quality	27.20				27.20		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	thoracic aorta	present	gold quality	39.18				39.18		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	thoracic aorta	present	silver quality	33.38				33.38		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	thoracic aorta	present	gold quality	42.95				42.95		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	thoracic aorta	present	gold quality	38.12				38.12		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	right coronary artery	present	gold quality	51.86				51.86		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	right coronary artery	absent	gold quality	19.56				19.56		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	left coronary artery	absent	gold quality	22.89				22.89		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	left coronary artery	absent	gold quality	20.20				20.20		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	left coronary artery	present	gold quality	47.16				47.16		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	left coronary artery	present	gold quality	48.09				48.09		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	left coronary artery	present	silver quality	38.29				38.29		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	left coronary artery	present	silver quality	35.99				35.99		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	left coronary artery	present	gold quality	25.22				25.22		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	left coronary artery	present	gold quality	46.79				46.79		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	left coronary artery	absent	silver quality	27.37				27.37		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	minor salivary gland	absent	gold quality	19.01				19.01		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	minor salivary gland	absent	gold quality	27.70				27.70		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	minor salivary gland	absent	gold quality	16.44				16.44		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	minor salivary gland	absent	silver quality	25.35				25.35		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	minor salivary gland	absent	gold quality	18.33				18.33		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	minor salivary gland	present	silver quality	29.88				29.88		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	minor salivary gland	absent	silver quality	32.85				32.85		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	minor salivary gland	present	gold quality	34.76				34.76		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	minor salivary gland	absent	gold quality	19.76				19.76		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	minor salivary gland	present	gold quality	34.79				34.79		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	frontal cortex	absent	gold quality	21.17				21.17		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	frontal cortex	absent	gold quality	26.12				26.12		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	frontal cortex	present	gold quality	44.10				44.10		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	frontal cortex	present	gold quality	31.02				31.02		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	frontal cortex	present	silver quality	36.31				36.31		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	temporal lobe	absent	gold quality	31.77				31.77		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	caudate nucleus	present	gold quality	49.21				49.21		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	caudate nucleus	present	silver quality	36.67				36.67		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	caudate nucleus	present	gold quality	37.75				37.75		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	caudate nucleus	absent	gold quality	19.47				19.47		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	caudate nucleus	present	silver quality	29.50				29.50		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	caudate nucleus	absent	silver quality	28.94				28.94		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	caudate nucleus	absent	silver quality	29.13				29.13		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	caudate nucleus	present	gold quality	33.83				33.83		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	caudate nucleus	present	gold quality	31.36				31.36		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	putamen	present	gold quality	47.05				47.05		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	putamen	present	silver quality	40.66				40.66		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	putamen	absent	silver quality	25.33				25.33		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	putamen	present	gold quality	28.35				28.35		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	putamen	present	silver quality	28.64				28.64		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	putamen	present	gold quality	33.86				33.86		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	putamen	absent	silver quality	26.40				26.40		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	putamen	present	silver quality	41.54				41.54		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	amygdala	present	silver quality	41.99				41.99		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	amygdala	absent	gold quality	16.10				16.10		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	amygdala	absent	gold quality	17.41				17.41		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	amygdala	absent	gold quality	22.53				22.53		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	amygdala	present	gold quality	29.64				29.64		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	amygdala	absent	gold quality	23.33				23.33		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	amygdala	present	silver quality	25.59				25.59		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	amygdala	absent	gold quality	26.07				26.07		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	nucleus accumbens	absent	gold quality	17.15				17.15		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	nucleus accumbens	absent	gold quality	15.32				15.32		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	nucleus accumbens	present	silver quality	27.31				27.31		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	nucleus accumbens	absent	gold quality	15.84				15.84		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	nucleus accumbens	present	silver quality	33.67				33.67		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	nucleus accumbens	present	silver quality	29.36				29.36		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	nucleus accumbens	present	silver quality	31.79				31.79		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	nucleus accumbens	absent	silver quality	22.71				22.71		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	nucleus accumbens	present	gold quality	39.80				39.80		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	hypothalamus	absent	gold quality	18.39				18.39		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	hypothalamus	absent	gold quality	16.54				16.54		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	hypothalamus	absent	gold quality	18.85				18.85		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	hypothalamus	present	silver quality	25.70				25.70		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	hypothalamus	absent	gold quality	26.28				26.28		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	hypothalamus	present	gold quality	38.73				38.73		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	hypothalamus	present	gold quality	28.15				28.15		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	hypothalamus	present	gold quality	43.21				43.21		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	Ammon's horn	absent	gold quality	17.77				17.77		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	Ammon's horn	present	silver quality	36.68				36.68		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	Ammon's horn	present	silver quality	24.27				24.27		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	Ammon's horn	present	silver quality	32.20				32.20		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	Ammon's horn	absent	silver quality	28.92				28.92		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	Ammon's horn	present	silver quality	30.35				30.35		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	Ammon's horn	absent	silver quality	23.34				23.34		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	Ammon's horn	present	gold quality	44.63				44.63		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	placenta	present	gold quality	36.91				36.91		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	cerebellum	present	gold quality	33.65				33.65		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	cerebellum	present	silver quality	50.07				50.07		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	cerebellum	present	gold quality	35.88				35.88		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	substantia nigra	absent	gold quality	19.00				19.00		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	substantia nigra	absent	gold quality	20.15				20.15		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	substantia nigra	absent	silver quality	33.97				33.97		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	substantia nigra	present	gold quality	45.43				45.43		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	substantia nigra	present	gold quality	27.99				27.99		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	substantia nigra	absent	gold quality	20.13				20.13		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	substantia nigra	absent	gold quality	24.77				24.77		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	substantia nigra	absent	silver quality	27.58				27.58		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	substantia nigra	present	silver quality	39.12				39.12		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	thyroid gland	present	gold quality	32.77				32.77		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	thyroid gland	present	gold quality	25.27				25.27		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	thyroid gland	present	gold quality	23.85				23.85		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	thyroid gland	present	silver quality	31.19				31.19		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	thyroid gland	present	silver quality	32.12				32.12		RNA-Seq	1	rna_seq_only	no	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	thyroid gland	present	gold quality	31.87				31.87		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	thyroid gland	present	gold quality	32.58				32.58		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	thyroid gland	present	gold quality	59.63				59.63		RNA-Seq	1	rna_seq_only	yes	yes
Homo sapiens	homo_sapiens	ENSG00000184270	H2AC21	thyroid gland	present	gold quality	31.93				31.93		RNA-Seq	1	rna_seq_only	yes	yes
