gene_name,species_dir,species_name,ensembl_gene_id,tissue,cell_mean_score,cell_std_score,cell_n,cell_status,map_label,class,expression_score,agg_expression_score
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,Ammon's horn,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,abdominal lymph node,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,abomasum,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,adenohypophysis,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,adipose tissue,29.79,3.463110355350135,4,present_gold,H2AC11:VGNC:83577,clustered,29.79,29.79
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,adrenal gland,40.31,0.0,1,present_gold,H2AC11:VGNC:83577,clustered,40.31,40.31
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,adult mammalian kidney,34.0,0.0,1,present_gold,H2AC11:VGNC:83577,clustered,34.0,34.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,ampulla of uterine tube,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,anterior segment of eyeball,47.24,0.0,1,present_gold,H2AC11:VGNC:83577,clustered,47.24,47.24
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,aorta,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,ascending colon,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,biceps femoris,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,blood,44.25,1.396889401491759,3,present_gold,H2AC11:VGNC:83577,clustered,44.25,44.25
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,bone marrow,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,caecum,91.06,0.0,1,present_gold,H2AC11:VGNC:83577,clustered,91.06,91.06
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,caput epididymis,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,cardiac atrium,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,cardiac ventricle,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,cerebellum,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,cerebral cortex,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,choroid plexus,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,colon,28.98,0.0,1,present_gold,H2AC11:VGNC:83577,clustered,28.98,28.98
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,conceptus,94.21,0.0,1,present_gold,H2AC11:VGNC:83577,clustered,94.21,94.21
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,corpus epididymis,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,corpus luteum,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
H2AC11,bos_taurus,Bos taurus,ENSBTAG00000048599,cortex of kidney,0.0,0.0,0,observed_zero,H2AC11:VGNC:83577,clustered,0.0,0.0
