gene_name,species_dir,species_name,ensembl_gene_id,tissue,cell_mean_score,cell_std_score,cell_n,cell_status,map_label,class,expression_score,agg_expression_score
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,Ammon's horn,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,abdominal lymph node,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,abomasum,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,adenohypophysis,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,adipose tissue,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,adrenal gland,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,adult mammalian kidney,44.17,0.0,1,present_gold,H2AC1:VGNC:83545,clustered,44.17,44.17
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,ampulla of uterine tube,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,anterior segment of eyeball,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,aorta,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,ascending colon,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,biceps femoris,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,blood,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,bone marrow,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,brain,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,caecum,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,caput epididymis,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,cardiac atrium,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,cardiac ventricle,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,cerebellum,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,cerebral cortex,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,choroid plexus,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,colon,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,conceptus,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,corpus epididymis,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,corpus luteum,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,cortex of kidney,45.1,0.0,1,present_gold,H2AC1:VGNC:83545,clustered,45.1,45.1
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,cumulus cell,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,descending colon,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,diaphragm,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,digestive system secreted substance,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,dorsal thalamus,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,duodenum,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,endometrium,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,esophagus,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,floor plate of diencephalon,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,fornix of vagina,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
H2AC1,bos_taurus,Bos taurus,ENSBTAG00000046992,frontal cortex,0.0,0.0,0,observed_zero,H2AC1:VGNC:83545,clustered,0.0,0.0
