gene_name,species_dir,species_name,ensembl_gene_id,tissue,cell_mean_score,cell_std_score,cell_n,cell_status,map_label,class,expression_score,agg_expression_score
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,Ammon's horn,72.25,0.0,1,present_gold,H2AC13:VGNC:109559,clustered,72.25,72.25
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,abdominal lymph node,57.96,0.0,1,present_gold,H2AC13:VGNC:109559,clustered,57.96,57.96
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,abomasum,64.84666666666666,3.475202631981813,3,present_gold,H2AC13:VGNC:109559,clustered,64.84666666666666,64.84666666666666
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,adenohypophysis,60.745,0.1202081528017142,2,present_gold,H2AC13:VGNC:109559,clustered,60.745,60.745
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,adipose tissue,56.45,4.73762387700839,6,present_gold,H2AC13:VGNC:109559,clustered,56.45,56.45
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,adrenal gland,64.42333333333333,14.362654118697328,3,present_gold,H2AC13:VGNC:109559,clustered,64.42333333333333,64.42333333333333
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,adult mammalian kidney,46.67666666666667,4.096417133707615,3,present_gold,H2AC13:VGNC:109559,clustered,46.67666666666667,46.67666666666667
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,ampulla of uterine tube,57.935,1.2940054095713809,2,present_gold,H2AC13:VGNC:109559,clustered,57.935,57.935
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,anterior segment of eyeball,68.61,0.0,1,present_gold,H2AC13:VGNC:109559,clustered,68.61,68.61
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,aorta,62.075,0.0636396103067866,2,present_gold,H2AC13:VGNC:109559,clustered,62.075,62.075
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,ascending colon,70.755,0.0494974746830635,2,present_gold,H2AC13:VGNC:109559,clustered,70.755,70.755
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,biceps femoris,0.0,0.0,0,observed_zero,H2AC13:VGNC:109559,clustered,0.0,0.0
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,blood,67.5675,6.33718325967197,4,present_gold,H2AC13:VGNC:109559,clustered,67.5675,67.5675
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,bone marrow,55.44,0.0848528137423838,2,present_gold,H2AC13:VGNC:109559,clustered,55.44,55.44
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,brain,59.05,0.0,1,present_gold,H2AC13:VGNC:109559,clustered,59.05,59.05
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,caecum,76.62666666666667,17.792010379193613,3,present_gold,H2AC13:VGNC:109559,clustered,76.62666666666667,76.62666666666667
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,caput epididymis,0.0,0.0,0,observed_zero,H2AC13:VGNC:109559,clustered,0.0,0.0
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,cardiac atrium,0.0,0.0,0,observed_zero,H2AC13:VGNC:109559,clustered,0.0,0.0
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,cardiac ventricle,49.53,0.0,1,present_gold,H2AC13:VGNC:109559,clustered,49.53,49.53
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,cerebellum,69.31666666666666,20.506058454352782,3,present_gold,H2AC13:VGNC:109559,clustered,69.31666666666666,69.31666666666666
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,cerebral cortex,67.745,1.5627059864222654,2,present_gold,H2AC13:VGNC:109559,clustered,67.745,67.745
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,choroid plexus,0.0,0.0,0,observed_zero,H2AC13:VGNC:109559,clustered,0.0,0.0
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,colon,54.91,0.0,1,present_gold,H2AC13:VGNC:109559,clustered,54.91,54.91
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,conceptus,99.13,0.0,1,present_gold,H2AC13:VGNC:109559,clustered,99.13,99.13
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,corpus epididymis,55.84,0.0,1,present_gold,H2AC13:VGNC:109559,clustered,55.84,55.84
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,corpus luteum,57.6,0.1979898987322341,2,present_gold,H2AC13:VGNC:109559,clustered,57.6,57.6
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,cortex of kidney,56.78,0.0,1,present_gold,H2AC13:VGNC:109559,clustered,56.78,56.78
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,cumulus cell,84.44,0.0,1,present_gold,H2AC13:VGNC:109559,clustered,84.44,84.44
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,descending colon,65.72,27.65561245027852,3,present_gold,H2AC13:VGNC:109559,clustered,65.72,65.72
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,diaphragm,78.61,0.1555634918610396,2,present_gold,H2AC13:VGNC:109559,clustered,78.61,78.61
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,digestive system secreted substance,70.6,0.0,1,present_gold,H2AC13:VGNC:109559,clustered,70.6,70.6
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,dorsal thalamus,64.81,0.0,1,present_gold,H2AC13:VGNC:109559,clustered,64.81,64.81
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,duodenum,66.6225,4.392693744541423,4,present_gold,H2AC13:VGNC:109559,clustered,66.6225,66.6225
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,endometrium,55.174,3.698747085162758,5,present_gold,H2AC13:VGNC:109559,clustered,55.174,55.174
H2AC13,bos_taurus,Bos taurus,ENSBTAG00000046373,esophagus,72.69999999999999,0.3676955262170019,2,present_gold,H2AC13:VGNC:109559,clustered,72.69999999999999,72.69999999999999
