Gene ID	Gene name	Anatomical entity name	cell_mean_score	cell_std_score	cell_n	cell_status	Expression score	Expression std	Expression n	raw_row_count	qualifying_row_count	merged_gene_name	class
ENSG00000184270	H2AC21	cerebellum	34.765	1.5768481220460038	2	present_gold	34.765	1.5768481220460038	2	3	2	H2AC21	clustered
ENSG00000184270	H2AC21	cerebral cortex	28.97	0.0	1	present_gold	28.97	0.0	1	1	1	H2AC21	clustered
ENSG00000184270	H2AC21	colon	58.90444444444445	28.552324384851364	9	present_gold	58.90444444444445	28.552324384851364	9	10	9	H2AC21	clustered
ENSG00000184270	H2AC21	cortex of kidney	44.31	0.0	1	present_gold	44.31	0.0	1	2	1	H2AC21	clustered
ENSG00000184270	H2AC21	dorsolateral prefrontal cortex	38.29	8.800460215238747	3	present_gold	38.29	8.800460215238747	3	11	3	H2AC21	clustered
ENSG00000184270	H2AC21	frontal cortex	37.56	9.248956697920043	2	present_gold	37.56	9.248956697920043	2	5	2	H2AC21	clustered
ENSG00000184270	H2AC21	heart	67.00399999999999	31.983775261841743	5	present_gold	67.00399999999999	31.983775261841743	5	10	5	H2AC21	clustered
ENSG00000184270	H2AC21	hindlimb stylopod muscle	60.59	0.0	1	present_gold	60.59	0.0	1	2	1	H2AC21	clustered
ENSG00000184270	H2AC21	liver	45.3125	7.045729709750235	8	present_gold	45.3125	7.045729709750235	8	10	8	H2AC21	clustered
ENSG00000184270	H2AC21	lung	63.71428571428572	23.98771828606107	7	present_gold	63.71428571428572	23.98771828606107	7	7	7	H2AC21	clustered
ENSG00000184270	H2AC21	lymph node	53.25	0.0	1	present_gold	53.25	0.0	1	2	1	H2AC21	clustered
ENSG00000184270	H2AC21	multicellular organism	38.58	0.0	1	present_gold	38.58	0.0	1	1	1	H2AC21	clustered
ENSG00000184270	H2AC21	pituitary gland	30.615	1.1950104602052662	2	present_gold	30.615	1.1950104602052662	2	10	2	H2AC21	clustered
ENSG00000184270	H2AC21	prefrontal cortex	34.7625	1.6287495203376092	4	present_gold	34.7625	1.6287495203376092	4	7	4	H2AC21	clustered
ENSG00000184270	H2AC21	primary visual cortex	53.3	0.0	1	present_gold	53.3	0.0	1	2	1	H2AC21	clustered
ENSG00000184270	H2AC21	skeletal muscle tissue	47.91	8.117585848021562	2	present_gold	47.91	8.117585848021562	2	4	2	H2AC21	clustered
ENSG00000184270	H2AC21	spleen	37.798	5.516141767576317	5	present_gold	37.798	5.516141767576317	5	11	5	H2AC21	clustered
ENSG00000184270	H2AC21	superior frontal gyrus	34.23	0.0	1	present_gold	34.23	0.0	1	2	1	H2AC21	clustered
ENSG00000184270	H2AC21	temporal lobe	0.0	0.0	0	observed_zero	0.0	0.0	0	1	0	H2AC21	clustered
ENSG00000184270	H2AC21	testis	0.0	0.0	0	observed_zero	0.0	0.0	0	7	0	H2AC21	clustered
