species_name	ensembl_gene_id	gene_name	hgnc_id	vgnc_id	id_type	id_value	class	label
Heterocephalus glaber	ENSHGLG00000020875	LOC101713332			vgnc_id		clustered	LOC101713332:ENSHGLG00000020875
Heterocephalus glaber	ENSHGLG00000021333	LOC101710567			vgnc_id		variant	LOC101710567:ENSHGLG00000021333
