gene_name,species_dir,species_name,ensembl_gene_id,tissue,cell_mean_score,cell_std_score,cell_n,cell_status,map_label,class,expression_score,agg_expression_score
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,Ammon's horn,45.53,0.0,1,present_gold,H2AC8:VGNC:83570,clustered,45.53,45.53
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,abdominal lymph node,60.58,0.0,1,present_gold,H2AC8:VGNC:83570,clustered,60.58,60.58
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,abomasum,49.71666666666667,0.9843441132720494,3,present_gold,H2AC8:VGNC:83570,clustered,49.71666666666667,49.71666666666667
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,adenohypophysis,47.510000000000005,0.0707106781186557,2,present_gold,H2AC8:VGNC:83570,clustered,47.510000000000005,47.510000000000005
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,adipose tissue,41.81,2.763222756130962,4,present_gold,H2AC8:VGNC:83570,clustered,41.81,41.81
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,adrenal gland,52.01666666666667,5.537881664800477,3,present_gold,H2AC8:VGNC:83570,clustered,52.01666666666667,52.01666666666667
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,adult mammalian kidney,48.50666666666666,3.5472571563580426,3,present_gold,H2AC8:VGNC:83570,clustered,48.50666666666666,48.50666666666666
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,ampulla of uterine tube,48.585,2.156675682618968,2,present_gold,H2AC8:VGNC:83570,clustered,48.585,48.585
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,anterior segment of eyeball,0.0,0.0,0,observed_zero,H2AC8:VGNC:83570,clustered,0.0,0.0
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,aorta,0.0,0.0,0,observed_zero,H2AC8:VGNC:83570,clustered,0.0,0.0
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,ascending colon,0.0,0.0,0,observed_zero,H2AC8:VGNC:83570,clustered,0.0,0.0
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,biceps femoris,0.0,0.0,0,observed_zero,H2AC8:VGNC:83570,clustered,0.0,0.0
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,blood,51.0775,1.409358601161061,4,present_gold,H2AC8:VGNC:83570,clustered,51.0775,51.0775
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,bone marrow,0.0,0.0,0,observed_zero,H2AC8:VGNC:83570,clustered,0.0,0.0
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,brain,37.85,0.0,1,present_gold,H2AC8:VGNC:83570,clustered,37.85,37.85
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,caecum,97.01,0.0,1,present_gold,H2AC8:VGNC:83570,clustered,97.01,97.01
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,caput epididymis,0.0,0.0,0,observed_zero,H2AC8:VGNC:83570,clustered,0.0,0.0
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,cardiac atrium,0.0,0.0,0,observed_zero,H2AC8:VGNC:83570,clustered,0.0,0.0
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,cardiac ventricle,0.0,0.0,0,observed_zero,H2AC8:VGNC:83570,clustered,0.0,0.0
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,cerebellum,0.0,0.0,0,observed_zero,H2AC8:VGNC:83570,clustered,0.0,0.0
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,cerebral cortex,26.84,0.0,1,present_gold,H2AC8:VGNC:83570,clustered,26.84,26.84
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,choroid plexus,77.98,0.0,1,present_gold,H2AC8:VGNC:83570,clustered,77.98,77.98
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,colon,32.6,0.0,1,present_gold,H2AC8:VGNC:83570,clustered,32.6,32.6
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,conceptus,98.31,0.0,1,present_gold,H2AC8:VGNC:83570,clustered,98.31,98.31
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,corpus epididymis,0.0,0.0,0,observed_zero,H2AC8:VGNC:83570,clustered,0.0,0.0
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,corpus luteum,0.0,0.0,0,observed_zero,H2AC8:VGNC:83570,clustered,0.0,0.0
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,cortex of kidney,56.12,0.0,1,present_gold,H2AC8:VGNC:83570,clustered,56.12,56.12
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,cumulus cell,59.6,0.0,1,present_gold,H2AC8:VGNC:83570,clustered,59.6,59.6
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,descending colon,97.11,0.0,1,present_gold,H2AC8:VGNC:83570,clustered,97.11,97.11
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,diaphragm,48.6,0.0282842712474612,2,present_gold,H2AC8:VGNC:83570,clustered,48.6,48.6
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,digestive system secreted substance,0.0,0.0,0,observed_zero,H2AC8:VGNC:83570,clustered,0.0,0.0
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,dorsal thalamus,0.0,0.0,0,observed_zero,H2AC8:VGNC:83570,clustered,0.0,0.0
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,duodenum,56.2325,5.284154773155937,4,present_gold,H2AC8:VGNC:83570,clustered,56.2325,56.2325
H2AC8,bos_taurus,Bos taurus,ENSBTAG00000048743,endometrium,54.78,1.1481869766433237,4,present_gold,H2AC8:VGNC:83570,clustered,54.78,54.78
