species_dir,overall_rows,overall_min_hits,overall_max_hits,overall_min_share,overall_max_share,high_p90_rows,high_p90_min_hits,high_p90_max_hits,high_p90_min_share,high_p90_max_share,high_p95_rows,high_p95_min_hits,high_p95_max_hits,high_p95_min_share,high_p95_max_share,low_p05_rows,low_p05_min_hits,low_p05_max_hits,low_p05_min_share,low_p05_max_share,low_p10_rows,low_p10_min_hits,low_p10_max_hits,low_p10_min_share,low_p10_max_share
bos_taurus,308,73,33,0.237012987012987,0.10714285714285714,31,3,0,0.0967741935483871,0.0,16,1,0,0.0625,0.0,16,8,2,0.5,0.125,31,11,3,0.3548387096774194,0.0967741935483871
canis_lupus_familiaris,308,69,13,0.22402597402597402,0.04220779220779221,31,10,0,0.3225806451612903,0.0,16,3,0,0.1875,0.0,16,0,0,0.0,0.0,31,1,2,0.03225806451612903,0.06451612903225806
felis_catus,308,39,12,0.1266233766233766,0.03896103896103896,31,8,2,0.25806451612903225,0.06451612903225806,16,6,1,0.375,0.0625,16,0,0,0.0,0.0,31,0,1,0.0,0.03225806451612903
pan_troglodytes,308,35,33,0.11363636363636363,0.10714285714285714,31,1,4,0.03225806451612903,0.12903225806451613,16,1,4,0.0625,0.25,16,3,2,0.1875,0.125,31,6,3,0.1935483870967742,0.0967741935483871
sus_scrofa,308,26,43,0.08441558441558442,0.1396103896103896,31,0,12,0.0,0.3870967741935484,16,0,6,0.0,0.375,16,3,0,0.1875,0.0,31,7,0,0.22580645161290322,0.0
equus_caballus,308,25,14,0.08116883116883117,0.045454545454545456,31,4,5,0.12903225806451613,0.16129032258064516,16,2,2,0.125,0.125,16,1,0,0.0625,0.0,31,3,0,0.0967741935483871,0.0
human,308,21,118,0.06818181818181818,0.38311688311688313,31,3,5,0.0967741935483871,0.16129032258064516,16,2,1,0.125,0.0625,16,0,7,0.0,0.4375,31,1,15,0.03225806451612903,0.4838709677419355
macaca_mulatta,308,16,24,0.05194805194805195,0.07792207792207792,31,2,3,0.06451612903225806,0.0967741935483871,16,1,2,0.0625,0.125,16,0,5,0.0,0.3125,31,0,7,0.0,0.22580645161290322
mus_musculus,308,4,18,0.012987012987012988,0.05844155844155844,31,0,0,0.0,0.0,16,0,0,0.0,0.0,16,1,0,0.0625,0.0,31,2,0,0.06451612903225806,0.0
