gene_name,gene_class,tissue,candidate_level,species_n,combo_range,max_species,max_species_name,min_species,min_species_name,species_high,species_high_name,high_score,species_low,species_low_name,low_score,abs_diff
H2AC1,clustered,testis,high_confidence,7,58.35499999999999,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,mus_musculus,Mus musculus,67.905,bos_taurus,Bos taurus,58.906666666666666,8.998333333333335
H2AC17,clustered,testis,high_confidence,4,58.79333333333332,sus_scrofa,Sus scrofa,felis_catus,Felis catus,human,Homo sapiens,44.59285714285714,canis_lupus_familiaris,Canis lupus familiaris,35.803333333333335,8.789523809523807
H2AC21,clustered,cerebral cortex,high_confidence,5,65.45,sus_scrofa,Sus scrofa,pan_troglodytes,Pan troglodytes,bos_taurus,Bos taurus,37.75,human,Homo sapiens,28.97,8.780000000000001
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,pan_troglodytes,Pan troglodytes,57.425,macaca_mulatta,Macaca mulatta,48.74,8.684999999999995
H2AC17,clustered,testis,high_confidence,4,58.79333333333332,sus_scrofa,Sus scrofa,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,35.803333333333335,felis_catus,Felis catus,27.166666666666668,8.636666666666667
H2AC13,clustered,bone marrow,conservative,5,53.120000000000005,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,equus_caballus,Equus caballus,93.62,mus_musculus,Mus musculus,85.0,8.620000000000005
H2AC1,clustered,testis,high_confidence,7,58.35499999999999,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,mus_musculus,Mus musculus,67.905,macaca_mulatta,Macaca mulatta,59.330000000000005,8.574999999999996
H2AC20,clustered,prefrontal cortex,high_confidence,4,56.2825,macaca_mulatta,Macaca mulatta,felis_catus,Felis catus,human,Homo sapiens,44.974000000000004,equus_caballus,Equus caballus,36.42,8.554000000000002
H2AC6,clustered,adult mammalian kidney,high_confidence,7,64.89833333333334,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,macaca_mulatta,Macaca mulatta,75.36,bos_taurus,Bos taurus,67.4275,7.9325000000000045
H2AC6,clustered,prefrontal cortex,high_confidence,6,68.39111111111113,human,Homo sapiens,felis_catus,Felis catus,human,Homo sapiens,81.88111111111112,pan_troglodytes,Pan troglodytes,74.22181818181818,7.6592929292929455
H2AC1,clustered,testis,high_confidence,7,58.35499999999999,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,81.945,human,Homo sapiens,74.38,7.564999999999998
H2AC6,clustered,spleen,high_confidence,6,65.41,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,human,Homo sapiens,90.17416666666666,macaca_mulatta,Macaca mulatta,82.955,7.219166666666666
H2AC25,clustered,colon,conservative,4,51.99000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,47.24,canis_lupus_familiaris,Canis lupus familiaris,40.16,7.080000000000005
H2AC14,clustered,brain,high_confidence,5,60.47,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,22.680000000000003,canis_lupus_familiaris,Canis lupus familiaris,16.05,6.630000000000003
H2AC20,clustered,testis,high_confidence,5,54.83666666666667,macaca_mulatta,Macaca mulatta,equus_caballus,Equus caballus,bos_taurus,Bos taurus,48.7625,equus_caballus,Equus caballus,42.20333333333333,6.55916666666667
H2AC1,clustered,testis,high_confidence,7,58.35499999999999,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,74.38,mus_musculus,Mus musculus,67.905,6.474999999999994
H2AC21,clustered,cerebellum,high_confidence,5,58.7,equus_caballus,Equus caballus,human,Homo sapiens,macaca_mulatta,Macaca mulatta,46.506,pan_troglodytes,Pan troglodytes,40.22,6.286000000000001
H2AC6,clustered,spleen,high_confidence,6,65.41,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,pan_troglodytes,Pan troglodytes,96.45,human,Homo sapiens,90.17416666666666,6.275833333333338
H2AC6,clustered,adult mammalian kidney,high_confidence,7,64.89833333333334,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,bos_taurus,Bos taurus,67.4275,canis_lupus_familiaris,Canis lupus familiaris,61.29,6.137499999999996
H2AX,variant,adipose tissue,conservative,5,48.96000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,mus_musculus,Mus musculus,76.695,macaca_mulatta,Macaca mulatta,70.81,5.884999999999991
H2AC21,clustered,colon,high_confidence,5,64.365,sus_scrofa,Sus scrofa,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,37.27,macaca_mulatta,Macaca mulatta,31.62,5.650000000000002
H2AC21,clustered,cerebellum,high_confidence,5,58.7,equus_caballus,Equus caballus,human,Homo sapiens,pan_troglodytes,Pan troglodytes,40.22,human,Homo sapiens,34.765,5.454999999999998
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,bos_taurus,Bos taurus,62.51333333333333,pan_troglodytes,Pan troglodytes,57.425,5.088333333333331
H2AC20,clustered,testis,high_confidence,5,54.83666666666667,macaca_mulatta,Macaca mulatta,equus_caballus,Equus caballus,human,Homo sapiens,47.2325,equus_caballus,Equus caballus,42.20333333333333,5.029166666666669
H2AC8,clustered,brain,conservative,4,54.01500000000001,felis_catus,Felis catus,bos_taurus,Bos taurus,macaca_mulatta,Macaca mulatta,42.3675,bos_taurus,Bos taurus,37.85,4.517499999999998
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,macaca_mulatta,Macaca mulatta,48.74,canis_lupus_familiaris,Canis lupus familiaris,44.56875,4.171250000000001
H2AX,variant,adipose tissue,conservative,5,48.96000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,74.88,macaca_mulatta,Macaca mulatta,70.81,4.069999999999993
H2AC11,clustered,testis,high_confidence,6,54.6725,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,49.2425,equus_caballus,Equus caballus,45.4225,3.8200000000000003
H2AC11,clustered,testis,high_confidence,6,54.6725,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,66.72461538461538,macaca_mulatta,Macaca mulatta,63.32666666666666,3.397948717948715
H2AC25,clustered,cerebral cortex,conservative,5,51.135000000000005,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,46.245000000000005,canis_lupus_familiaris,Canis lupus familiaris,42.875,3.3700000000000045
H2AC21,clustered,colon,high_confidence,5,64.365,sus_scrofa,Sus scrofa,macaca_mulatta,Macaca mulatta,pan_troglodytes,Pan troglodytes,61.73,human,Homo sapiens,58.904444444444444,2.825555555555553
H2AC25,clustered,cerebral cortex,conservative,5,51.135000000000005,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,83.08,pan_troglodytes,Pan troglodytes,80.33,2.75
H2AC6,clustered,spleen,high_confidence,6,65.41,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,67.77333333333333,bos_taurus,Bos taurus,65.19,2.5833333333333286
H2AC6,clustered,prefrontal cortex,high_confidence,6,68.39111111111113,human,Homo sapiens,felis_catus,Felis catus,pan_troglodytes,Pan troglodytes,74.22181818181818,macaca_mulatta,Macaca mulatta,71.87,2.3518181818181745
H2AC14,clustered,cerebral cortex,high_confidence,4,59.2,sus_scrofa,Sus scrofa,human,Homo sapiens,pan_troglodytes,Pan troglodytes,25.39,human,Homo sapiens,23.27,2.120000000000001
H2AC6,clustered,cerebellum,high_confidence,6,54.21416666666667,equus_caballus,Equus caballus,bos_taurus,Bos taurus,pan_troglodytes,Pan troglodytes,77.1525,human,Homo sapiens,75.08500000000001,2.0674999999999955
H2AC14,clustered,testis,high_confidence,5,81.27,sus_scrofa,Sus scrofa,felis_catus,Felis catus,macaca_mulatta,Macaca mulatta,60.586666666666666,bos_taurus,Bos taurus,58.612,1.9746666666666641
H2AX,variant,adipose tissue,conservative,5,48.96000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,mus_musculus,Mus musculus,76.695,human,Homo sapiens,74.88,1.8149999999999977
H2AC21,clustered,cerebral cortex,high_confidence,5,65.45,sus_scrofa,Sus scrofa,pan_troglodytes,Pan troglodytes,human,Homo sapiens,28.97,pan_troglodytes,Pan troglodytes,27.24,1.7300000000000004
H2AC20,clustered,testis,high_confidence,5,54.83666666666667,macaca_mulatta,Macaca mulatta,equus_caballus,Equus caballus,bos_taurus,Bos taurus,48.7625,human,Homo sapiens,47.2325,1.5300000000000011
H2AC14,clustered,colon,conservative,4,53.85999999999999,sus_scrofa,Sus scrofa,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,44.03,macaca_mulatta,Macaca mulatta,42.62,1.4100000000000037
H2AC6,clustered,cerebellum,high_confidence,6,54.21416666666667,equus_caballus,Equus caballus,bos_taurus,Bos taurus,pan_troglodytes,Pan troglodytes,77.1525,macaca_mulatta,Macaca mulatta,75.826,1.32650000000001
H2AC14,clustered,brain,high_confidence,5,60.47,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,33.66,macaca_mulatta,Macaca mulatta,32.519999999999996,1.1400000000000006
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,equus_caballus,Equus caballus,33.83,felis_catus,Felis catus,32.96333333333333,0.8666666666666671
MACROH2A2,variant,zone of skin,conservative,5,48.07000000000001,human,Homo sapiens,felis_catus,Felis catus,equus_caballus,Equus caballus,65.74000000000001,bos_taurus,Bos taurus,64.92666666666666,0.8133333333333468
H2AC21,clustered,cerebellum,high_confidence,5,58.7,equus_caballus,Equus caballus,human,Homo sapiens,equus_caballus,Equus caballus,93.465,sus_scrofa,Sus scrofa,92.67500000000001,0.789999999999992
H2AC6,clustered,cerebellum,high_confidence,6,54.21416666666667,equus_caballus,Equus caballus,bos_taurus,Bos taurus,macaca_mulatta,Macaca mulatta,75.826,human,Homo sapiens,75.08500000000001,0.7409999999999854
H2AC6,clustered,adult mammalian kidney,high_confidence,7,64.89833333333334,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,pan_troglodytes,Pan troglodytes,90.93333333333334,human,Homo sapiens,90.28461538461539,0.6487179487179446
H2AC25,clustered,hypothalamus,conservative,4,53.00124999999999,human,Homo sapiens,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,41.805,sus_scrofa,Sus scrofa,41.325,0.4799999999999969
H2AC19,clustered,testis,conservative,4,50.38666666666666,human,Homo sapiens,bos_taurus,Bos taurus,human,Homo sapiens,96.25,pan_troglodytes,Pan troglodytes,95.82,0.4300000000000068
H2AC1,clustered,testis,high_confidence,7,58.35499999999999,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,macaca_mulatta,Macaca mulatta,59.330000000000005,bos_taurus,Bos taurus,58.906666666666666,0.4233333333333391
H2AC7,clustered,bone marrow,conservative,4,50.4,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,64.375,human,Homo sapiens,64.32,0.05500000000000682
