species_count	selected_species_dirs	selected_species_names	gene_name	anatomical_entity	gene_tissue_label	gene_class	canonical_label	gene_number	anatomical_entity_letter	plot_label	species_order	species_dir	species_name	cell_mean_score	cell_std_score	cell_n	cell_status	expression_score	plot_order
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	adipose tissue	H2AC11:adipose tissue	clustered	H2AC11:HGNC:4737	1	A	1:A	1	human	Homo sapiens	42.38375	0.8846458129023808	8	present_gold	42.38375	1
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	adipose tissue	H2AC11:adipose tissue	clustered	H2AC11:HGNC:4737	1	A	1:A	2	bos_taurus	Bos taurus	29.79	3.463110355350135	4	present_gold	29.79	1
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	adipose tissue	H2AC11:adipose tissue	clustered	H2AC11:HGNC:4737	1	A	1:A	3	canis_lupus_familiaris	Canis lupus familiaris	0.0	0.0	0	observed_zero	0.0	1
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	adipose tissue	H2AC11:adipose tissue	clustered	H2AC11:HGNC:4737	1	A	1:A	4	sus_scrofa	Sus scrofa	56.64	0.0	1	present_gold	56.64	1
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	adult mammalian kidney	H2AC11:adult mammalian kidney	clustered	H2AC11:HGNC:4737	1	B	1:B	1	human	Homo sapiens	47.9775	7.696511655722135	4	present_gold	47.9775	2
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	adult mammalian kidney	H2AC11:adult mammalian kidney	clustered	H2AC11:HGNC:4737	1	B	1:B	2	bos_taurus	Bos taurus	34.0	0.0	1	present_gold	34.0	2
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	adult mammalian kidney	H2AC11:adult mammalian kidney	clustered	H2AC11:HGNC:4737	1	B	1:B	3	canis_lupus_familiaris	Canis lupus familiaris	40.225	8.53477884892163	2	present_gold	40.225	2
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	adult mammalian kidney	H2AC11:adult mammalian kidney	clustered	H2AC11:HGNC:4737	1	B	1:B	4	sus_scrofa	Sus scrofa	0.0	0.0	0	observed_zero	0.0	2
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	blood	H2AC11:blood	clustered	H2AC11:HGNC:4737	1	C	1:C	1	human	Homo sapiens	69.79942857142858	5.125160509886578	35	present_gold	69.79942857142858	3
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	blood	H2AC11:blood	clustered	H2AC11:HGNC:4737	1	C	1:C	2	bos_taurus	Bos taurus	44.25	1.396889401491759	3	present_gold	44.25	3
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	blood	H2AC11:blood	clustered	H2AC11:HGNC:4737	1	C	1:C	3	canis_lupus_familiaris	Canis lupus familiaris	60.98	0.0	1	present_gold	60.98	3
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	blood	H2AC11:blood	clustered	H2AC11:HGNC:4737	1	C	1:C	4	sus_scrofa	Sus scrofa	58.120000000000005	0.6878953408767924	3	present_gold	58.120000000000005	3
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	cerebellum	H2AC11:cerebellum	clustered	H2AC11:HGNC:4737	1	D	1:D	1	human	Homo sapiens	0.0	0.0	0	observed_zero	0.0	4
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	cerebellum	H2AC11:cerebellum	clustered	H2AC11:HGNC:4737	1	D	1:D	2	bos_taurus	Bos taurus	0.0	0.0	0	observed_zero	0.0	4
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	cerebellum	H2AC11:cerebellum	clustered	H2AC11:HGNC:4737	1	D	1:D	3	canis_lupus_familiaris	Canis lupus familiaris	46.875	9.072180002623403	2	present_gold	46.875	4
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	cerebellum	H2AC11:cerebellum	clustered	H2AC11:HGNC:4737	1	D	1:D	4	sus_scrofa	Sus scrofa	0.0	0.0	0	observed_zero	0.0	4
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	cerebral cortex	H2AC11:cerebral cortex	clustered	H2AC11:HGNC:4737	1	E	1:E	1	human	Homo sapiens	50.21333333333334	12.894387668025706	3	present_gold	50.21333333333334	5
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	cerebral cortex	H2AC11:cerebral cortex	clustered	H2AC11:HGNC:4737	1	E	1:E	2	bos_taurus	Bos taurus	0.0	0.0	0	observed_zero	0.0	5
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	cerebral cortex	H2AC11:cerebral cortex	clustered	H2AC11:HGNC:4737	1	E	1:E	3	canis_lupus_familiaris	Canis lupus familiaris	43.025	1.8879751057680831	2	present_gold	43.025	5
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	cerebral cortex	H2AC11:cerebral cortex	clustered	H2AC11:HGNC:4737	1	E	1:E	4	sus_scrofa	Sus scrofa	44.97	0.0	1	present_gold	44.97	5
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	colon	H2AC11:colon	clustered	H2AC11:HGNC:4737	1	F	1:F	1	human	Homo sapiens	59.79764705882353	14.828200130752451	17	present_gold	59.79764705882353	6
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	colon	H2AC11:colon	clustered	H2AC11:HGNC:4737	1	F	1:F	2	bos_taurus	Bos taurus	28.98	0.0	1	present_gold	28.98	6
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	colon	H2AC11:colon	clustered	H2AC11:HGNC:4737	1	F	1:F	3	canis_lupus_familiaris	Canis lupus familiaris	35.21	0.0	1	present_gold	35.21	6
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	colon	H2AC11:colon	clustered	H2AC11:HGNC:4737	1	F	1:F	4	sus_scrofa	Sus scrofa	58.925	13.696658351583425	2	present_gold	58.925	6
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	frontal cortex	H2AC11:frontal cortex	clustered	H2AC11:HGNC:4737	1	G	1:G	1	human	Homo sapiens	43.68833333333333	1.4533191895336215	6	present_gold	43.68833333333333	7
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	frontal cortex	H2AC11:frontal cortex	clustered	H2AC11:HGNC:4737	1	G	1:G	2	bos_taurus	Bos taurus	0.0	0.0	0	observed_zero	0.0	7
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	frontal cortex	H2AC11:frontal cortex	clustered	H2AC11:HGNC:4737	1	G	1:G	3	canis_lupus_familiaris	Canis lupus familiaris	46.99666666666667	4.904511528514671	3	present_gold	46.99666666666667	7
