gene_name,gene_class,tissue,candidate_level,species_n,combo_range,max_species,max_species_name,min_species,min_species_name,species_high,species_high_name,high_score,species_low,species_low_name,low_score,abs_diff
H2AC14,clustered,adipose tissue,high_confidence,5,88.63,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,88.63,human,Homo sapiens,33.169999999999995,55.46
H2AC14,clustered,colon,high_confidence,6,96.48,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,55.437777777777775,canis_lupus_familiaris,Canis lupus familiaris,0.0,55.437777777777775
H2AC14,clustered,colon,high_confidence,6,96.48,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,55.437777777777775,pan_troglodytes,Pan troglodytes,0.0,55.437777777777775
MACROH2A2,variant,metanephros cortex,high_confidence,4,83.965,human,Homo sapiens,sus_scrofa,Sus scrofa,bos_taurus,Bos taurus,55.41,sus_scrofa,Sus scrofa,0.0,55.41
H2AC21,clustered,lymph node,conservative,4,80.35,pan_troglodytes,Pan troglodytes,sus_scrofa,Sus scrofa,bos_taurus,Bos taurus,54.965,sus_scrofa,Sus scrofa,0.0,54.965
H2AC7,clustered,brain,high_confidence,4,96.09,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,felis_catus,Felis catus,96.09,bos_taurus,Bos taurus,41.4,54.690000000000005
MACROH2A2,variant,metanephros cortex,high_confidence,4,83.965,human,Homo sapiens,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,54.68,sus_scrofa,Sus scrofa,0.0,54.68
MACROH2A2,variant,colon,conservative,6,82.135,human,Homo sapiens,sus_scrofa,Sus scrofa,macaca_mulatta,Macaca mulatta,54.61,sus_scrofa,Sus scrofa,0.0,54.61
H2AB3,variant,testis,conservative,5,76.43928571428572,mus_musculus,Mus musculus,canis_lupus_familiaris,Canis lupus familiaris,mus_musculus,Mus musculus,76.43928571428572,felis_catus,Felis catus,22.295,54.144285714285715
H2AC13,clustered,thymus,conservative,4,78.1225,mus_musculus,Mus musculus,human,Homo sapiens,canis_lupus_familiaris,Canis lupus familiaris,54.14,human,Homo sapiens,0.0,54.14
H2AC14,clustered,colon,high_confidence,6,96.48,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,96.48,macaca_mulatta,Macaca mulatta,42.62,53.86000000000001
H2AC21,clustered,testis,high_confidence,6,87.49,sus_scrofa,Sus scrofa,human,Homo sapiens,sus_scrofa,Sus scrofa,87.49,equus_caballus,Equus caballus,33.68666666666667,53.80333333333333
H2AC8,clustered,cerebellum,high_confidence,5,94.955,equus_caballus,Equus caballus,bos_taurus,Bos taurus,macaca_mulatta,Macaca mulatta,53.325,bos_taurus,Bos taurus,0.0,53.325
H2AC21,clustered,lymph node,conservative,4,80.35,pan_troglodytes,Pan troglodytes,sus_scrofa,Sus scrofa,human,Homo sapiens,53.25,sus_scrofa,Sus scrofa,0.0,53.25
H2AC21,clustered,cerebellum,high_confidence,6,93.465,equus_caballus,Equus caballus,bos_taurus,Bos taurus,equus_caballus,Equus caballus,93.465,pan_troglodytes,Pan troglodytes,40.22,53.245000000000005
H2AB3,variant,testis,conservative,5,76.43928571428572,mus_musculus,Mus musculus,canis_lupus_familiaris,Canis lupus familiaris,equus_caballus,Equus caballus,75.44,felis_catus,Felis catus,22.295,53.144999999999996
H2AC8,clustered,cerebellum,high_confidence,5,94.955,equus_caballus,Equus caballus,bos_taurus,Bos taurus,pan_troglodytes,Pan troglodytes,52.985,bos_taurus,Bos taurus,0.0,52.985
H2AC13,clustered,kidney,high_confidence,4,84.275,mus_musculus,Mus musculus,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,52.87,macaca_mulatta,Macaca mulatta,0.0,52.87
MACROH2A2,variant,colon,conservative,6,82.135,human,Homo sapiens,sus_scrofa,Sus scrofa,pan_troglodytes,Pan troglodytes,52.83,sus_scrofa,Sus scrofa,0.0,52.83
H2AC13,clustered,liver,conservative,7,76.03999999999999,felis_catus,Felis catus,equus_caballus,Equus caballus,mus_musculus,Mus musculus,52.82272727272727,equus_caballus,Equus caballus,0.0,52.82272727272727
MACROH2A2,variant,liver,high_confidence,8,82.71000000000001,human,Homo sapiens,equus_caballus,Equus caballus,sus_scrofa,Sus scrofa,52.74,equus_caballus,Equus caballus,0.0,52.74
MACROH2A2,variant,liver,high_confidence,8,82.71000000000001,human,Homo sapiens,equus_caballus,Equus caballus,sus_scrofa,Sus scrofa,52.74,macaca_mulatta,Macaca mulatta,0.0,52.74
MACROH2A2,variant,lymph node,conservative,5,80.63166666666666,human,Homo sapiens,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,52.7,pan_troglodytes,Pan troglodytes,0.0,52.7
MACROH2A2,variant,lymph node,conservative,5,80.63166666666666,human,Homo sapiens,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,52.7,sus_scrofa,Sus scrofa,0.0,52.7
H2AC13,clustered,cerebellum,conservative,6,79.89750000000001,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,equus_caballus,Equus caballus,79.89750000000001,human,Homo sapiens,27.325,52.572500000000005
H2AC21,clustered,cerebellum,high_confidence,6,93.465,equus_caballus,Equus caballus,bos_taurus,Bos taurus,sus_scrofa,Sus scrofa,92.675,pan_troglodytes,Pan troglodytes,40.22,52.455
H2AC14,clustered,colon,high_confidence,6,96.48,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,96.48,bos_taurus,Bos taurus,44.03,52.45
H2AC14,clustered,ovary,high_confidence,4,91.06666666666666,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,52.03666666666667,canis_lupus_familiaris,Canis lupus familiaris,0.0,52.03666666666667
H2AC25,clustered,colon,high_confidence,5,92.15,sus_scrofa,Sus scrofa,pan_troglodytes,Pan troglodytes,sus_scrofa,Sus scrofa,92.15,canis_lupus_familiaris,Canis lupus familiaris,40.16,51.99000000000001
MACROH2A2,variant,lymph node,conservative,5,80.63166666666666,human,Homo sapiens,pan_troglodytes,Pan troglodytes,bos_taurus,Bos taurus,51.94,pan_troglodytes,Pan troglodytes,0.0,51.94
MACROH2A2,variant,lymph node,conservative,5,80.63166666666666,human,Homo sapiens,pan_troglodytes,Pan troglodytes,bos_taurus,Bos taurus,51.94,sus_scrofa,Sus scrofa,0.0,51.94
MACROH2A2,variant,lung,conservative,6,81.59,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,sus_scrofa,Sus scrofa,51.87,pan_troglodytes,Pan troglodytes,0.0,51.87
H2AC20,clustered,brain,high_confidence,4,93.995,felis_catus,Felis catus,bos_taurus,Bos taurus,human,Homo sapiens,51.86333333333334,bos_taurus,Bos taurus,0.0,51.86333333333334
H2AC19,clustered,adult mammalian kidney,high_confidence,4,92.61,pan_troglodytes,Pan troglodytes,equus_caballus,Equus caballus,human,Homo sapiens,87.00181818181818,bos_taurus,Bos taurus,35.64,51.36181818181818
H2AC20,clustered,adult mammalian kidney,high_confidence,5,86.03666666666668,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,felis_catus,Felis catus,51.11,bos_taurus,Bos taurus,0.0,51.11
H2AC13,clustered,liver,conservative,7,76.03999999999999,felis_catus,Felis catus,equus_caballus,Equus caballus,bos_taurus,Bos taurus,50.80285714285714,equus_caballus,Equus caballus,0.0,50.80285714285714
H2AC13,clustered,cerebellum,conservative,6,79.89750000000001,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,mus_musculus,Mus musculus,50.623333333333335,canis_lupus_familiaris,Canis lupus familiaris,0.0,50.623333333333335
H2AC13,clustered,cerebellum,conservative,6,79.89750000000001,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,mus_musculus,Mus musculus,50.623333333333335,macaca_mulatta,Macaca mulatta,0.0,50.623333333333335
H2AC12,clustered,bone marrow,conservative,4,77.07,human,Homo sapiens,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,50.455,canis_lupus_familiaris,Canis lupus familiaris,0.0,50.455
H2AC6,clustered,zone of skin,high_confidence,5,84.56857142857143,human,Homo sapiens,felis_catus,Felis catus,bos_taurus,Bos taurus,50.32,felis_catus,Felis catus,0.0,50.32
H2AC17,clustered,testis,high_confidence,6,85.96,sus_scrofa,Sus scrofa,equus_caballus,Equus caballus,sus_scrofa,Sus scrofa,85.96,canis_lupus_familiaris,Canis lupus familiaris,35.803333333333335,50.15666666666666
H2AC20,clustered,spleen,conservative,4,80.99000000000001,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,felis_catus,Felis catus,50.15,bos_taurus,Bos taurus,0.0,50.15
MACROH2A2,variant,lung,conservative,6,81.59,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,bos_taurus,Bos taurus,49.98857142857143,pan_troglodytes,Pan troglodytes,0.0,49.98857142857143
H2AC17,clustered,kidney,high_confidence,4,82.89,human,Homo sapiens,macaca_mulatta,Macaca mulatta,canis_lupus_familiaris,Canis lupus familiaris,49.71,macaca_mulatta,Macaca mulatta,0.0,49.71
H2AC17,clustered,kidney,high_confidence,4,82.89,human,Homo sapiens,macaca_mulatta,Macaca mulatta,canis_lupus_familiaris,Canis lupus familiaris,49.71,sus_scrofa,Sus scrofa,0.0,49.71
H2AC21,clustered,testis,high_confidence,6,87.49,sus_scrofa,Sus scrofa,human,Homo sapiens,bos_taurus,Bos taurus,49.27,human,Homo sapiens,0.0,49.27
H2AC21,clustered,testis,high_confidence,6,87.49,sus_scrofa,Sus scrofa,human,Homo sapiens,bos_taurus,Bos taurus,49.27,pan_troglodytes,Pan troglodytes,0.0,49.27
H2AC20,clustered,liver,high_confidence,5,91.80571428571427,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,macaca_mulatta,Macaca mulatta,91.80571428571427,equus_caballus,Equus caballus,42.92,48.88571428571427
H2AC14,clustered,testis,high_confidence,7,94.05,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,macaca_mulatta,Macaca mulatta,60.586666666666666,felis_catus,Felis catus,12.78,47.806666666666665
H2AC20,clustered,adult mammalian kidney,high_confidence,5,86.03666666666668,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,macaca_mulatta,Macaca mulatta,86.03666666666668,equus_caballus,Equus caballus,38.28,47.756666666666675
H2AC14,clustered,kidney,conservative,4,81.15,human,Homo sapiens,macaca_mulatta,Macaca mulatta,human,Homo sapiens,81.15,bos_taurus,Bos taurus,33.48,47.67000000000001
H2AC25,clustered,colon,high_confidence,5,92.15,sus_scrofa,Sus scrofa,pan_troglodytes,Pan troglodytes,bos_taurus,Bos taurus,47.24,pan_troglodytes,Pan troglodytes,0.0,47.24
MACROH2A2,variant,liver,high_confidence,8,82.71000000000001,human,Homo sapiens,equus_caballus,Equus caballus,bos_taurus,Bos taurus,47.188,equus_caballus,Equus caballus,0.0,47.188
MACROH2A2,variant,liver,high_confidence,8,82.71000000000001,human,Homo sapiens,equus_caballus,Equus caballus,bos_taurus,Bos taurus,47.188,macaca_mulatta,Macaca mulatta,0.0,47.188
H2AC25,clustered,zone of skin,conservative,4,81.97,human,Homo sapiens,felis_catus,Felis catus,human,Homo sapiens,81.97,canis_lupus_familiaris,Canis lupus familiaris,34.822,47.147999999999996
H2AC21,clustered,cerebellum,high_confidence,6,93.465,equus_caballus,Equus caballus,bos_taurus,Bos taurus,equus_caballus,Equus caballus,93.465,macaca_mulatta,Macaca mulatta,46.506,46.959
H2AC11,clustered,cerebellum,conservative,6,79.93,equus_caballus,Equus caballus,bos_taurus,Bos taurus,canis_lupus_familiaris,Canis lupus familiaris,46.875,bos_taurus,Bos taurus,0.0,46.875
H2AC11,clustered,cerebellum,conservative,6,79.93,equus_caballus,Equus caballus,bos_taurus,Bos taurus,canis_lupus_familiaris,Canis lupus familiaris,46.875,human,Homo sapiens,0.0,46.875
H2AC11,clustered,cerebellum,conservative,6,79.93,equus_caballus,Equus caballus,bos_taurus,Bos taurus,canis_lupus_familiaris,Canis lupus familiaris,46.875,macaca_mulatta,Macaca mulatta,0.0,46.875
H2AC11,clustered,cerebellum,conservative,6,79.93,equus_caballus,Equus caballus,bos_taurus,Bos taurus,canis_lupus_familiaris,Canis lupus familiaris,46.875,sus_scrofa,Sus scrofa,0.0,46.875
H2AC14,clustered,spleen,conservative,7,77.968,sus_scrofa,Sus scrofa,felis_catus,Felis catus,bos_taurus,Bos taurus,46.832,felis_catus,Felis catus,0.0,46.832
H2AC14,clustered,spleen,conservative,7,77.968,sus_scrofa,Sus scrofa,felis_catus,Felis catus,bos_taurus,Bos taurus,46.832,macaca_mulatta,Macaca mulatta,0.0,46.832
H2AC6,clustered,zone of skin,high_confidence,5,84.56857142857143,human,Homo sapiens,felis_catus,Felis catus,human,Homo sapiens,84.56857142857143,equus_caballus,Equus caballus,37.89,46.67857142857143
H2AC6,clustered,prefrontal cortex,conservative,7,81.88111111111112,human,Homo sapiens,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,60.07,felis_catus,Felis catus,13.49,46.58
H2AC21,clustered,cerebellum,high_confidence,6,93.465,equus_caballus,Equus caballus,bos_taurus,Bos taurus,macaca_mulatta,Macaca mulatta,46.506,bos_taurus,Bos taurus,0.0,46.506
H2AB3,variant,testis,conservative,5,76.43928571428572,mus_musculus,Mus musculus,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,46.428,canis_lupus_familiaris,Canis lupus familiaris,0.0,46.428
H2AC21,clustered,cerebellum,high_confidence,6,93.465,equus_caballus,Equus caballus,bos_taurus,Bos taurus,sus_scrofa,Sus scrofa,92.675,macaca_mulatta,Macaca mulatta,46.506,46.169
MACROH2A2,variant,liver,high_confidence,8,82.71000000000001,human,Homo sapiens,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,45.95,equus_caballus,Equus caballus,0.0,45.95
MACROH2A2,variant,liver,high_confidence,8,82.71000000000001,human,Homo sapiens,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,45.95,macaca_mulatta,Macaca mulatta,0.0,45.95
H2AC14,clustered,testis,high_confidence,7,94.05,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,58.612,felis_catus,Felis catus,12.78,45.832
H2AC14,clustered,adipose tissue,high_confidence,5,88.63,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,88.63,bos_taurus,Bos taurus,42.948,45.681999999999995
H2AC14,clustered,skeletal muscle tissue,conservative,6,78.27000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,45.68,canis_lupus_familiaris,Canis lupus familiaris,0.0,45.68
H2AC14,clustered,skeletal muscle tissue,conservative,6,78.27000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,45.68,human,Homo sapiens,0.0,45.68
H2AC14,clustered,skeletal muscle tissue,conservative,6,78.27000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,45.68,macaca_mulatta,Macaca mulatta,0.0,45.68
H2AC25,clustered,colon,high_confidence,5,92.15,sus_scrofa,Sus scrofa,pan_troglodytes,Pan troglodytes,sus_scrofa,Sus scrofa,92.15,bos_taurus,Bos taurus,47.24,44.910000000000004
H2AC17,clustered,testis,high_confidence,6,85.96,sus_scrofa,Sus scrofa,equus_caballus,Equus caballus,human,Homo sapiens,44.59285714285714,equus_caballus,Equus caballus,0.0,44.59285714285714
H2AC17,clustered,testis,high_confidence,6,85.96,sus_scrofa,Sus scrofa,equus_caballus,Equus caballus,human,Homo sapiens,44.59285714285714,macaca_mulatta,Macaca mulatta,0.0,44.59285714285714
H2AC14,clustered,spleen,conservative,7,77.968,sus_scrofa,Sus scrofa,felis_catus,Felis catus,human,Homo sapiens,44.434000000000005,felis_catus,Felis catus,0.0,44.434000000000005
H2AC14,clustered,spleen,conservative,7,77.968,sus_scrofa,Sus scrofa,felis_catus,Felis catus,human,Homo sapiens,44.434000000000005,macaca_mulatta,Macaca mulatta,0.0,44.434000000000005
H2AC12,clustered,kidney,conservative,5,79.3925,human,Homo sapiens,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,44.4,macaca_mulatta,Macaca mulatta,0.0,44.4
H2AC12,clustered,kidney,conservative,5,79.3925,human,Homo sapiens,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,44.4,sus_scrofa,Sus scrofa,0.0,44.4
H2AC14,clustered,cerebral cortex,conservative,6,82.47,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,44.16,canis_lupus_familiaris,Canis lupus familiaris,0.0,44.16
H2AC14,clustered,cerebral cortex,conservative,6,82.47,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,44.16,macaca_mulatta,Macaca mulatta,0.0,44.16
H2AC14,clustered,colon,high_confidence,6,96.48,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,44.03,canis_lupus_familiaris,Canis lupus familiaris,0.0,44.03
H2AC14,clustered,colon,high_confidence,6,96.48,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,44.03,pan_troglodytes,Pan troglodytes,0.0,44.03
H2AC25,clustered,zone of skin,conservative,4,81.97,human,Homo sapiens,felis_catus,Felis catus,bos_taurus,Bos taurus,43.57333333333333,felis_catus,Felis catus,0.0,43.57333333333333
H2AC14,clustered,bone marrow,high_confidence,4,99.63,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,99.63,bos_taurus,Bos taurus,56.21,43.419999999999995
H2AC21,clustered,lung,conservative,5,79.635,sus_scrofa,Sus scrofa,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,43.403333333333336,macaca_mulatta,Macaca mulatta,0.0,43.403333333333336
H2AC14,clustered,adipose tissue,high_confidence,5,88.63,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,42.948,canis_lupus_familiaris,Canis lupus familiaris,0.0,42.948
H2AC14,clustered,adipose tissue,high_confidence,5,88.63,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,42.948,macaca_mulatta,Macaca mulatta,0.0,42.948
H2AC20,clustered,liver,high_confidence,5,91.80571428571427,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,equus_caballus,Equus caballus,42.92,bos_taurus,Bos taurus,0.0,42.92
H2AC14,clustered,colon,high_confidence,6,96.48,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,macaca_mulatta,Macaca mulatta,42.62,canis_lupus_familiaris,Canis lupus familiaris,0.0,42.62
H2AC14,clustered,colon,high_confidence,6,96.48,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,macaca_mulatta,Macaca mulatta,42.62,pan_troglodytes,Pan troglodytes,0.0,42.62
H2AC20,clustered,brain,high_confidence,4,93.995,felis_catus,Felis catus,bos_taurus,Bos taurus,felis_catus,Felis catus,93.995,human,Homo sapiens,51.86333333333334,42.13166666666667
H2AC13,clustered,cerebellum,conservative,6,79.89750000000001,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,69.31666666666666,human,Homo sapiens,27.325,41.99166666666666
H2AC8,clustered,cerebellum,high_confidence,5,94.955,equus_caballus,Equus caballus,bos_taurus,Bos taurus,equus_caballus,Equus caballus,94.955,pan_troglodytes,Pan troglodytes,52.985,41.97
H2AC6,clustered,zone of skin,high_confidence,5,84.56857142857143,human,Homo sapiens,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,79.69142857142857,equus_caballus,Equus caballus,37.89,41.80142857142857
H2AC8,clustered,cerebellum,high_confidence,5,94.955,equus_caballus,Equus caballus,bos_taurus,Bos taurus,equus_caballus,Equus caballus,94.955,macaca_mulatta,Macaca mulatta,53.325,41.629999999999995
H2AC7,clustered,brain,high_confidence,4,96.09,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,41.4,canis_lupus_familiaris,Canis lupus familiaris,0.0,41.4
H2AC17,clustered,testis,high_confidence,6,85.96,sus_scrofa,Sus scrofa,equus_caballus,Equus caballus,sus_scrofa,Sus scrofa,85.96,human,Homo sapiens,44.59285714285714,41.36714285714285
H2AC14,clustered,spleen,conservative,7,77.968,sus_scrofa,Sus scrofa,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,41.335,felis_catus,Felis catus,0.0,41.335
H2AC14,clustered,spleen,conservative,7,77.968,sus_scrofa,Sus scrofa,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,41.335,macaca_mulatta,Macaca mulatta,0.0,41.335
MACROH2A2,variant,lung,conservative,6,81.59,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,macaca_mulatta,Macaca mulatta,41.2,pan_troglodytes,Pan troglodytes,0.0,41.2
H2AC6,clustered,prefrontal cortex,conservative,7,81.88111111111112,human,Homo sapiens,equus_caballus,Equus caballus,bos_taurus,Bos taurus,41.08,equus_caballus,Equus caballus,0.0,41.08
H2AC14,clustered,colon,high_confidence,6,96.48,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,96.48,human,Homo sapiens,55.437777777777775,41.04222222222223
H2AC6,clustered,prefrontal cortex,conservative,7,81.88111111111112,human,Homo sapiens,equus_caballus,Equus caballus,human,Homo sapiens,81.88111111111112,bos_taurus,Bos taurus,41.08,40.801111111111126
H2AC14,clustered,skeletal muscle tissue,conservative,6,78.27000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,40.59666666666667,canis_lupus_familiaris,Canis lupus familiaris,0.0,40.59666666666667
H2AC14,clustered,skeletal muscle tissue,conservative,6,78.27000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,40.59666666666667,human,Homo sapiens,0.0,40.59666666666667
H2AC14,clustered,skeletal muscle tissue,conservative,6,78.27000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,40.59666666666667,macaca_mulatta,Macaca mulatta,0.0,40.59666666666667
MACROH2A2,variant,lung,conservative,6,81.59,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,81.59,macaca_mulatta,Macaca mulatta,41.2,40.39
H2AC21,clustered,cerebellum,high_confidence,6,93.465,equus_caballus,Equus caballus,bos_taurus,Bos taurus,pan_troglodytes,Pan troglodytes,40.22,bos_taurus,Bos taurus,0.0,40.22
H2AC25,clustered,colon,high_confidence,5,92.15,sus_scrofa,Sus scrofa,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,40.16,pan_troglodytes,Pan troglodytes,0.0,40.16
H2AC13,clustered,liver,conservative,7,76.03999999999999,felis_catus,Felis catus,equus_caballus,Equus caballus,human,Homo sapiens,39.82,equus_caballus,Equus caballus,0.0,39.82
H2AC13,clustered,liver,conservative,7,76.03999999999999,felis_catus,Felis catus,equus_caballus,Equus caballus,macaca_mulatta,Macaca mulatta,39.685,equus_caballus,Equus caballus,0.0,39.685
H2AC13,clustered,liver,conservative,7,76.03999999999999,felis_catus,Felis catus,equus_caballus,Equus caballus,felis_catus,Felis catus,76.03999999999999,canis_lupus_familiaris,Canis lupus familiaris,36.596,39.443999999999996
H2AC20,clustered,liver,high_confidence,5,91.80571428571427,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,felis_catus,Felis catus,82.265,equus_caballus,Equus caballus,42.92,39.345
H2AC14,clustered,ovary,high_confidence,4,91.06666666666666,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,91.06666666666666,bos_taurus,Bos taurus,52.03666666666667,39.029999999999994
H2AC25,clustered,zone of skin,conservative,4,81.97,human,Homo sapiens,felis_catus,Felis catus,human,Homo sapiens,81.97,bos_taurus,Bos taurus,43.57333333333333,38.39666666666667
H2AC14,clustered,cerebral cortex,conservative,6,82.47,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,82.47,bos_taurus,Bos taurus,44.16,38.31
MACROH2A2,variant,lung,conservative,6,81.59,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,human,Homo sapiens,79.4875,macaca_mulatta,Macaca mulatta,41.2,38.287499999999994
H2AC20,clustered,adult mammalian kidney,high_confidence,5,86.03666666666668,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,equus_caballus,Equus caballus,38.28,bos_taurus,Bos taurus,0.0,38.28
H2AC21,clustered,testis,high_confidence,6,87.49,sus_scrofa,Sus scrofa,human,Homo sapiens,sus_scrofa,Sus scrofa,87.49,bos_taurus,Bos taurus,49.27,38.21999999999999
H2AC6,clustered,zone of skin,high_confidence,5,84.56857142857143,human,Homo sapiens,felis_catus,Felis catus,equus_caballus,Equus caballus,37.89,felis_catus,Felis catus,0.0,37.89
H2AC14,clustered,skeletal muscle tissue,conservative,6,78.27000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,78.27000000000001,bos_taurus,Bos taurus,40.59666666666667,37.67333333333334
H2AC8,clustered,cerebellum,high_confidence,5,94.955,equus_caballus,Equus caballus,bos_taurus,Bos taurus,equus_caballus,Equus caballus,94.955,human,Homo sapiens,57.72166666666666,37.23333333333334
MACROH2A2,variant,liver,high_confidence,8,82.71000000000001,human,Homo sapiens,equus_caballus,Equus caballus,human,Homo sapiens,82.71000000000001,canis_lupus_familiaris,Canis lupus familiaris,45.95,36.760000000000005
H2AC14,clustered,spleen,conservative,7,77.968,sus_scrofa,Sus scrofa,felis_catus,Felis catus,sus_scrofa,Sus scrofa,77.968,canis_lupus_familiaris,Canis lupus familiaris,41.335,36.633
H2AC13,clustered,liver,conservative,7,76.03999999999999,felis_catus,Felis catus,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,36.596,equus_caballus,Equus caballus,0.0,36.596
H2AC13,clustered,liver,conservative,7,76.03999999999999,felis_catus,Felis catus,equus_caballus,Equus caballus,felis_catus,Felis catus,76.03999999999999,macaca_mulatta,Macaca mulatta,39.685,36.35499999999999
H2AC21,clustered,lung,conservative,5,79.635,sus_scrofa,Sus scrofa,macaca_mulatta,Macaca mulatta,sus_scrofa,Sus scrofa,79.635,bos_taurus,Bos taurus,43.403333333333336,36.23166666666667
H2AC13,clustered,liver,conservative,7,76.03999999999999,felis_catus,Felis catus,equus_caballus,Equus caballus,felis_catus,Felis catus,76.03999999999999,human,Homo sapiens,39.82,36.21999999999999
