gene_name,species_dir,species_name,ensembl_gene_id,tissue,cell_mean_score,cell_std_score,cell_n,cell_status,map_label,class,expression_score,agg_expression_score
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,Ammon's horn,59.45,0.0,1,present_gold,H2AC12:VGNC:83580,clustered,59.45,59.45
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,abdominal lymph node,50.31,0.0,1,present_gold,H2AC12:VGNC:83580,clustered,50.31,50.31
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,abomasum,56.98,4.245432840123605,3,present_gold,H2AC12:VGNC:83580,clustered,56.98,56.98
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,adenohypophysis,50.415,0.1202081528017142,2,present_gold,H2AC12:VGNC:83580,clustered,50.415,50.415
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,adipose tissue,51.00666666666667,5.140597889999437,6,present_gold,H2AC12:VGNC:83580,clustered,51.00666666666667,51.00666666666667
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,adrenal gland,51.31,2.0271161782196905,3,present_gold,H2AC12:VGNC:83580,clustered,51.31,51.31
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,adult mammalian kidney,40.86666666666667,1.6961525088662686,3,present_gold,H2AC12:VGNC:83580,clustered,40.86666666666667,40.86666666666667
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,ampulla of uterine tube,53.075,2.665792565073286,2,present_gold,H2AC12:VGNC:83580,clustered,53.075,53.075
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,anterior segment of eyeball,61.27,0.0,1,present_gold,H2AC12:VGNC:83580,clustered,61.27,61.27
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,aorta,55.56,0.1272792206135783,2,present_gold,H2AC12:VGNC:83580,clustered,55.56,55.56
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,ascending colon,59.215,0.007071067811864,2,present_gold,H2AC12:VGNC:83580,clustered,59.215,59.215
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,biceps femoris,0.0,0.0,0,observed_zero,H2AC12:VGNC:83580,clustered,0.0,0.0
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,blood,57.1825,5.454645573576101,4,present_gold,H2AC12:VGNC:83580,clustered,57.1825,57.1825
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,bone marrow,50.455,0.007071067811864,2,present_gold,H2AC12:VGNC:83580,clustered,50.455,50.455
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,brain,50.8,0.0,1,present_gold,H2AC12:VGNC:83580,clustered,50.8,50.8
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,caecum,70.17666666666666,22.259744682572915,3,present_gold,H2AC12:VGNC:83580,clustered,70.17666666666666,70.17666666666666
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,caput epididymis,48.59,0.0,1,present_gold,H2AC12:VGNC:83580,clustered,48.59,48.59
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,cardiac atrium,0.0,0.0,0,observed_zero,H2AC12:VGNC:83580,clustered,0.0,0.0
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,cardiac ventricle,0.0,0.0,0,observed_zero,H2AC12:VGNC:83580,clustered,0.0,0.0
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,cerebellum,59.53333333333333,15.298857255799645,3,present_gold,H2AC12:VGNC:83580,clustered,59.53333333333333,59.53333333333333
H2AC12,bos_taurus,Bos taurus,ENSBTAG00000054548,cerebral cortex,55.42,1.9516147160748696,2,present_gold,H2AC12:VGNC:83580,clustered,55.42,55.42
