gene_order	gene_number	canonical_gene_name	ensembl_gene_id	hpa_gene_label	bgee_gene_label	tissue_order	tissue_letter	compare_tissue_key	hpa_tissue_label	bgee_tissue_label	match_type	is_underlined	nTPM	cell_mean_score	log_hpa	log_bgee	signed_diff_log	abs_diff_log	signed_diff_raw	abs_diff_raw	dominance_label	pair_status
3	3	H2AC6	ENSG00000180573	H2AC6	H2AC6	28	AB	vagina	vagina	vagina	exact	False	27.7	95.305	1.4578818967339924	1.98364883557769	-0.5257669388436976	0.5257669388436976	-67.605	67.605	bgee_higher	nonzero_any
3	3	H2AC6	ENSG00000180573	H2AC6	H2AC6	29	AC	mammary gland	breast	mammary gland	safe_synonym	True	9.4	83.35499999999999	1.0170333392987803	1.9261108297592051	-0.9090774904604249	0.9090774904604249	-73.95499999999998	73.95499999999998	bgee_higher	nonzero_any
3	3	H2AC6	ENSG00000180573	H2AC6	H2AC6	30	AD	caudate nucleus	caudate	caudate nucleus	safe_synonym	True	11.9	84.35470588235295	1.110589710299249	1.9312274701771537	-0.8206377598779047	0.8206377598779047	-72.45470588235294	72.45470588235294	bgee_higher	nonzero_any
3	3	H2AC6	ENSG00000180573	H2AC6	H2AC6	31	AE	uterine cervix	cervix	uterine cervix	safe_synonym	True	20.9	84.4	1.3404441148401183	1.931457870689005	-0.5910137558488868	0.5910137558488868	-63.50000000000001	63.50000000000001	bgee_higher	nonzero_any
3	3	H2AC6	ENSG00000180573	H2AC6	H2AC6	32	AF	myocardium	heart muscle	myocardium	safe_synonym	True	10.8	83.56	1.0718820073061255	1.92716497429937	-0.8552829669932445	0.8552829669932445	-72.76	72.76	bgee_higher	nonzero_any
3	3	H2AC6	ENSG00000180573	H2AC6	H2AC6	33	AG	prostate gland	prostate	prostate gland	safe_synonym	True	25.2	91.685	1.4183012913197455	1.9670094542702596	-0.5487081629505142	0.5487081629505142	-66.485	66.485	bgee_higher	nonzero_any
3	3	H2AC6	ENSG00000180573	H2AC6	H2AC6	34	AH	saliva-secreting gland	salivary gland	saliva-secreting gland	safe_synonym	True	10.4	78.862	1.0569048513364727	1.9023401821178678	-0.8454353307813951	0.8454353307813951	-68.46199999999999	68.46199999999999	bgee_higher	nonzero_any
3	3	H2AC6	ENSG00000180573	H2AC6	H2AC6	35	AI	skeletal muscle tissue	skeletal muscle	skeletal muscle tissue	safe_synonym	True	19.5	81.73333333333333	1.3117538610557542	1.9176805224430487	-0.6059266613872945	0.6059266613872945	-62.233333333333334	62.233333333333334	bgee_higher	nonzero_any
4	4	H2AC7	ENSG00000196866	H2AC7	H2AC7	1	A	adipose tissue	adipose tissue	adipose tissue	exact	False	0.7	40.02	0.2304489213782739	1.6129956560323475	-1.3825467346540736	1.3825467346540736	-39.32	39.32	bgee_higher	nonzero_any
4	4	H2AC7	ENSG00000196866	H2AC7	H2AC7	2	B	adrenal gland	adrenal gland	adrenal gland	exact	False	0.2	42.080000000000005	0.07918124604762482	1.634275694625944	-1.5550944485783191	1.5550944485783191	-41.88	41.88	bgee_higher	nonzero_any
4	4	H2AC7	ENSG00000196866	H2AC7	H2AC7	3	C	amygdala	amygdala	amygdala	exact	False	0.2	30.68	0.07918124604762482	1.500785172917456	-1.421603926869831	1.421603926869831	-30.48	30.48	bgee_higher	nonzero_any
4	4	H2AC7	ENSG00000196866	H2AC7	H2AC7	4	D	cerebellum	cerebellum	cerebellum	exact	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	equal	both_zero
4	4	H2AC7	ENSG00000196866	H2AC7	H2AC7	5	E	cerebral cortex	cerebral cortex	cerebral cortex	exact	False	0.1	29.26	0.04139268515822508	1.480868923687168	-1.4394762385289428	1.4394762385289428	-29.16	29.16	bgee_higher	nonzero_any
4	4	H2AC7	ENSG00000196866	H2AC7	H2AC7	6	F	colon	colon	colon	exact	False	0.5	59.18333333333333	0.17609125905568124	1.779476238043183	-1.6033849789875019	1.6033849789875019	-58.68333333333333	58.68333333333333	bgee_higher	nonzero_any
