gene_name,species_dir,species_name,ensembl_gene_id,tissue,cell_mean_score,cell_std_score,cell_n,cell_status,map_label,class,expression_score,agg_expression_score
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,Ammon's horn,0.0,0.0,0,observed_zero,H2AC25:VGNC:83612,clustered,0.0,0.0
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,abdominal lymph node,61.88,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,61.88,61.88
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,abomasum,53.04,0.276224546338664,3,present_gold,H2AC25:VGNC:83612,clustered,53.04,53.04
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,adenohypophysis,53.52,0.1414213562373065,2,present_gold,H2AC25:VGNC:83612,clustered,53.52,53.52
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,adipose tissue,51.473333333333336,1.5455829536672123,6,present_gold,H2AC25:VGNC:83612,clustered,51.473333333333336,51.473333333333336
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,adrenal gland,57.24,2.580833198794528,3,present_gold,H2AC25:VGNC:83612,clustered,57.24,57.24
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,adult mammalian kidney,52.1375,3.889124794432118,4,present_gold,H2AC25:VGNC:83612,clustered,52.1375,52.1375
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,ampulla of uterine tube,45.03,0.2262741699796954,2,present_gold,H2AC25:VGNC:83612,clustered,45.03,45.03
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,anterior segment of eyeball,53.72,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,53.72,53.72
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,aorta,56.095,0.0353553390593253,2,present_gold,H2AC25:VGNC:83612,clustered,56.095,56.095
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,ascending colon,49.105,0.0212132034355922,2,present_gold,H2AC25:VGNC:83612,clustered,49.105,49.105
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,biceps femoris,0.0,0.0,0,observed_zero,H2AC25:VGNC:83612,clustered,0.0,0.0
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,blood,56.3625,2.7132437536400364,4,present_gold,H2AC25:VGNC:83612,clustered,56.3625,56.3625
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,bone marrow,59.58,0.0424264068711944,2,present_gold,H2AC25:VGNC:83612,clustered,59.58,59.58
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,brain,48.44,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,48.44,48.44
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,caecum,56.57666666666668,9.788975091056942,3,present_gold,H2AC25:VGNC:83612,clustered,56.57666666666668,56.57666666666668
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,caput epididymis,58.4,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,58.4,58.4
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,cardiac atrium,54.4,0.0565685424949225,2,present_gold,H2AC25:VGNC:83612,clustered,54.4,54.4
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,cardiac ventricle,45.79,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,45.79,45.79
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,cerebellum,50.61,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,50.61,50.61
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,cerebral cortex,46.245000000000005,0.7141778489984116,2,present_gold,H2AC25:VGNC:83612,clustered,46.245000000000005,46.245000000000005
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,choroid plexus,0.0,0.0,0,observed_zero,H2AC25:VGNC:83612,clustered,0.0,0.0
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,colon,47.24,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,47.24,47.24
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,conceptus,81.73,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,81.73,81.73
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,corpus epididymis,51.27,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,51.27,51.27
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,corpus luteum,50.885000000000005,0.0919238815542529,2,present_gold,H2AC25:VGNC:83612,clustered,50.885000000000005,50.885000000000005
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,cortex of kidney,60.18,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,60.18,60.18
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,cumulus cell,68.48,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,68.48,68.48
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,descending colon,54.086666666666666,4.376326465579703,3,present_gold,H2AC25:VGNC:83612,clustered,54.086666666666666,54.086666666666666
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,diaphragm,51.655,0.0212132034355972,2,present_gold,H2AC25:VGNC:83612,clustered,51.655,51.655
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,digestive system secreted substance,0.0,0.0,0,observed_zero,H2AC25:VGNC:83612,clustered,0.0,0.0
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,dorsal thalamus,47.92,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,47.92,47.92
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,duodenum,53.337500000000006,3.1114345565992547,4,present_gold,H2AC25:VGNC:83612,clustered,53.337500000000006,53.337500000000006
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,endometrium,56.17,8.71225803107323,6,present_gold,H2AC25:VGNC:83612,clustered,56.17,56.17
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,esophagus,48.98,0.1272792206135783,2,present_gold,H2AC25:VGNC:83612,clustered,48.98,48.98
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,floor plate of diencephalon,0.0,0.0,0,observed_zero,H2AC25:VGNC:83612,clustered,0.0,0.0
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,fornix of vagina,59.835,0.007071067811869,2,present_gold,H2AC25:VGNC:83612,clustered,59.835,59.835
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,frontal cortex,46.53666666666666,0.1604161255402129,3,present_gold,H2AC25:VGNC:83612,clustered,46.53666666666666,46.53666666666666
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,gall bladder,51.010000000000005,0.3394112549695406,2,present_gold,H2AC25:VGNC:83612,clustered,51.010000000000005,51.010000000000005
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,gluteal muscle,48.4,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,48.4,48.4
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,gluteus medius,0.0,0.0,0,observed_zero,H2AC25:VGNC:83612,clustered,0.0,0.0
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,granulosa cell,63.53,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,63.53,63.53
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,heart,52.3275,4.895878368587195,4,present_gold,H2AC25:VGNC:83612,clustered,52.3275,52.3275
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,hypothalamus,41.805,0.4879036790187162,2,present_gold,H2AC25:VGNC:83612,clustered,41.805,41.805
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,ileocecal valve,46.51,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,46.51,46.51
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,ileum,61.238,11.808916969815648,5,present_gold,H2AC25:VGNC:83612,clustered,61.238,61.238
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,infraspinatus muscle,57.655,0.007071067811864,2,present_gold,H2AC25:VGNC:83612,clustered,57.655,57.655
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,intercostal muscle,63.07,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,63.07,63.07
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,intramuscular adipose tissue,50.245000000000005,0.6434671708797609,2,present_gold,H2AC25:VGNC:83612,clustered,50.245000000000005,50.245000000000005
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,isthmus of fallopian tube,55.385,0.0353553390593253,2,present_gold,H2AC25:VGNC:83612,clustered,55.385,55.385
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,jejunum,56.4275,7.037051347451336,4,present_gold,H2AC25:VGNC:83612,clustered,56.4275,56.4275
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,kidney,49.2,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,49.2,49.2
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,laryngeal cartilage,53.61,0.0565685424949225,2,present_gold,H2AC25:VGNC:83612,clustered,53.61,53.61
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,leukocyte,59.583000000000006,3.533408961454773,10,present_gold,H2AC25:VGNC:83612,clustered,59.583000000000006,59.583000000000006
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,liver,43.49,0.0,1,present_gold,H2AC25:VGNC:83612,clustered,43.49,43.49
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,longissimus muscle,61.98333333333334,13.49259179451203,3,present_gold,H2AC25:VGNC:83612,clustered,61.98333333333334,61.98333333333334
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,longissimus thoracis muscle,50.53875,2.750970932494302,8,present_gold,H2AC25:VGNC:83612,clustered,50.53875,50.53875
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,lung,48.48142857142857,4.137488886476226,7,present_gold,H2AC25:VGNC:83612,clustered,48.48142857142857,48.48142857142857
H2AC25,bos_taurus,Bos taurus,ENSBTAG00000037964,lymph node,54.555,0.9121677477306508,2,present_gold,H2AC25:VGNC:83612,clustered,54.555,54.555
