display_order	presentation_number	ensembl_gene_id	gene_name	label	class	tissue	cell_mean_score	cell_std_score	cell_n	cell_status
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	left uterine tube	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	leukocyte	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	liver	47.1025	19.07106915124133	8	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	lower esophagus	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	lower esophagus mucosa	48.79	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	lower esophagus muscularis layer	22.16	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	lung	59.970000000000006	24.64959364100485	7	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	lymph node	40.64	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	male germ line stem cell (sensu Vertebrata) in testis	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	metanephric glomerulus	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	metanephros cortex	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	middle frontal gyrus	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	minor salivary gland	41.465	10.090413767532036	2	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	monocyte	58.27	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	mucosa of stomach	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	mucosa of transverse colon	55.49	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	muscle layer of sigmoid colon	31.613333333333333	3.525469235907944	3	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	muscle of leg	34.73	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	muscle tissue	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	myometrium	31.24	7.693321779309636	2	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	nucleus accumbens	55.17	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	olfactory segment of nasal mucosa	52.21	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	omental fat pad	33.825714285714284	7.266383458876126	7	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	ovary	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	pancreas	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	paraflocculus	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	pituitary gland	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	placenta	35.36	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	popliteal artery	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	prefrontal cortex	34.04	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	primary visual cortex	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	primordial germ cell in gonad	86.33	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	prostate gland	71.229	32.41303971140833	10	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	putamen	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	quadriceps femoris	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	rectum	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	right adrenal gland	37.77333333333333	8.272643672571263	3	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	right adrenal gland cortex	35.72	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	right atrium auricular region	26.67	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	right coronary artery	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	right frontal lobe	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	right hemisphere of cerebellum	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	right lobe of liver	44.85999999999999	15.705760089852388	3	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	right lobe of thyroid gland	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	right lung	59.22	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	right ovary	38.82	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	right testis	34.24	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	right uterine tube	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	saliva-secreting gland	32.385000000000005	0.1060660171779811	2	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	sigmoid colon	32.7	6.08111831820431	2	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	skeletal muscle tissue	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	skin of abdomen	30.73	4.322707484898788	7	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	skin of leg	27.706666666666667	2.59946789426862	3	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	small intestine	33.81	1.244507934888322	2	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	small intestine Peyer's patch	34.4575	4.748960412553467	4	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	smooth muscle tissue	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	spinal cord	42.49	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	spleen	48.31727272727273	6.654580514065617	11	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	stomach	61.88666666666666	31.505776478530912	12	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	stromal cell of endometrium	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	subcutaneous adipose tissue	28.07333333333333	1.396328519129123	3	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	substantia nigra	39.0675	11.74167612963896	4	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	superior frontal gyrus	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	sural nerve	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	temporal lobe	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	testis	28.0	4.337979560425183	4	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	thoracic aorta	30.915	0.0494974746830585	2	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	thoracic mammary gland	34.105000000000004	5.941495322447596	4	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	thymus	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	thyroid gland	27.75	0.9782637681116484	4	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	tibial artery	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	tibial nerve	27.95	2.4041630560342604	2	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	tonsil	56.53333333333333	7.321627778939142	3	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	trachea	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	transverse colon	36.957142857142856	2.901296918538985	7	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	upper lobe of left lung	37.4675	10.341145568391669	4	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	urinary bladder	44.67	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	uterine cervix	35.52	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	uterus	28.68	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	vagina	34.388	4.867609269446348	5	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	vastus lateralis	0.0	0.0	0	observed_zero
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	ventricular zone	62.565	8.5206367132979	2	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	vermiform appendix	35.08	0.0	1	present_gold
10	11	ENSG00000276903	H2AC16	H2AC16:HGNC:4730	clustered	zone of skin	28.43	0.4242640687119295	2	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	Ammon's horn	39.42	12.700564291925511	4	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	Brodmann (1909) area 9	36.125	6.611837112331187	6	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	C1 segment of cervical spinal cord	56.26	12.837362880057794	8	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	adenohypophysis	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	adipose tissue	40.403333333333336	12.417287680219594	3	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	adrenal gland	50.78	2.6728636328851505	2	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	adrenal tissue	93.33	2.070821093189845	3	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	adult mammalian kidney	52.96666666666666	20.3157582514986	3	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	amygdala	41.46	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	anterior cingulate cortex	34.86	9.405057150278248	3	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	apex of heart	51.09	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	ascending aorta	36.40714285714286	3.2066010784303165	7	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	blood	68.775625	4.639502802025234	16	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	body of pancreas	40.09	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	body of stomach	40.943636363636365	5.606238084004768	11	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	body of uterus	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	bone marrow	69.33	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	bone marrow cell	98.69	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	brain	31.930000000000003	0.3579106033634677	3	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	calcaneal tendon	78.334	9.434226518374464	5	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	caudate nucleus	38.064	5.363779451096027	5	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	cerebellar cortex	26.13	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	cerebellar hemisphere	31.36	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	cerebellum	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	cerebral cortex	33.58	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	colon	61.63666666666667	27.25213386140616	9	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	colonic epithelium	63.01	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	corpus callosum	73.6375	5.5513504363052615	4	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	cortex of kidney	60.78	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	cortical plate	46.69	2.3900209204105325	2	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	descending thoracic aorta	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	dorsolateral prefrontal cortex	36.2175	3.834304587101376	4	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	duodenum	51.07	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	ectocervix	59.875	17.387755749377206	2	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	endocervix	41.16	10.988439379638947	2	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	endometrium	45.755	0.3889087296526041	2	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	esophagogastric junction muscularis propria	28.7	1.5139682955729297	3	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	esophagus	42.8475	0.6991125326679066	4	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	esophagus mucosa	57.33454545454545	3.963781940612686	11	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	fallopian tube	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	frontal cortex	43.045	9.43987552884041	2	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	fundus of stomach	42.88333333333333	7.357936757905257	3	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	gall bladder	30.2	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	ganglionic eminence	54.85	3.832518754031089	2	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	gastrocnemius	37.36333333333333	3.052748761362454	9	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	granulocyte	68.17	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	heart	61.99375	25.450658109649847	8	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	heart left ventricle	46.49166666666667	8.63385601553383	12	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	hindlimb stylopod muscle	45.9	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	hypothalamus	38.3425	8.36138096648315	4	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	intestine	82.6	24.864431088069026	4	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	islet of Langerhans	30.195	1.8031222920256944	2	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	kidney	82.89	27.59105289763332	4	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	left adrenal gland	48.93875	3.890473483854045	8	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	left adrenal gland cortex	49.871428571428574	9.484407253612687	7	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	left coronary artery	43.45	6.070804449713949	4	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	left lobe of thyroid gland	52.74545454545455	3.149524928100629	11	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	left ovary	29.27	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	left testis	45.21666666666667	1.478562364821541	6	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	left uterine tube	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	leukocyte	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	liver	56.566	5.12079464319531	10	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	lower esophagus	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	lower esophagus mucosa	65.8	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	lower esophagus muscularis layer	32.82	4.075733062898011	3	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	lung	65.72428571428571	22.86320322931067	7	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	lymph node	56.44	0.9616652224137042	2	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	male germ line stem cell (sensu Vertebrata) in testis	82.2	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	metanephros cortex	46.25	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	minor salivary gland	41.3825	6.718577124021765	8	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	monocyte	77.8	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	mucosa of stomach	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	mucosa of transverse colon	68.92	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	muscle layer of sigmoid colon	35.75666666666667	6.249904532604212	6	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	muscle of leg	40.525000000000006	6.668016946589143	2	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	muscle tissue	42.38	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	myometrium	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	nucleus accumbens	36.4025	11.228289792602732	4	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	olfactory segment of nasal mucosa	52.64	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	omental fat pad	39.98636363636364	7.92223740205666	11	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	ovary	27.396666666666665	1.4382744290758058	3	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	pancreas	29.64	0.9475230867899735	2	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	pituitary gland	37.13	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	placenta	57.43	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	popliteal artery	28.48	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	prefrontal cortex	36.2625	2.333257736870633	4	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	primary visual cortex	43.74	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	primordial germ cell in gonad	89.77	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	prostate gland	48.11222222222222	5.537711119627352	9	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	putamen	52.33	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	rectum	53.34	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	right adrenal gland	53.292	5.630783249246945	5	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	right adrenal gland cortex	51.31666666666666	10.338434762251648	3	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	right atrium auricular region	45.288	5.862837386643281	10	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	right coronary artery	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	right frontal lobe	40.565	5.416610563812024	6	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	right hemisphere of cerebellum	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	right lobe of liver	54.63166666666667	7.311356691248667	6	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	right lobe of thyroid gland	54.5025	3.17562929646573	8	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	right lung	56.19	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	right ovary	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	right testis	46.664	2.1925624278455573	5	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	right uterine tube	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	saliva-secreting gland	38.96	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	skeletal muscle tissue	44.625	5.876057351660212	2	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	skin of abdomen	42.76777777777777	4.058832275968601	9	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	skin of leg	41.73875	2.730721712556696	8	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	small intestine	44.77	1.03237590053236	2	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	small intestine Peyer's patch	45.621	6.295339457796449	10	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	smooth muscle tissue	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	spleen	53.60454545454545	7.925118754487359	11	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	stomach	67.05333333333333	27.75721800748684	12	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	stromal cell of endometrium	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	subcutaneous adipose tissue	30.744	1.6198857984438286	5	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	substantia nigra	41.355714285714285	7.1157943036198406	7	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	superior frontal gyrus	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	sural nerve	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	temporal lobe	0.0	0.0	0	observed_zero
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	testis	44.59285714285714	2.410565039471828	7	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	thoracic aorta	37.14	2.768477319153376	4	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	thoracic mammary gland	38.04714285714285	7.977977425984848	7	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	thyroid gland	54.78923076923077	3.065747493240057	13	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	tibial artery	31.8275	2.507407359538266	4	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	tibial nerve	36.134	4.167886754699555	5	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	tonsil	61.69	7.859904579573466	3	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	transverse colon	47.05	6.716915628140312	10	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	upper lobe of left lung	45.96571428571429	3.3930068137413496	7	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	urinary bladder	38.95	3.0264170234784245	2	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	uterine cervix	44.15	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	vagina	49.692	5.981456344403091	5	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	ventricular zone	54.07	7.000357133746824	2	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	vermiform appendix	43.91	0.0	1	present_gold
11	12	ENSG00000278677	H2AC17	H2AC17:HGNC:4735	clustered	zone of skin	41.44	0.3818376618407351	2	present_gold
12	13	ENSG00000203812	H2AC18	H2AC18:HGNC:4736	clustered	Ammon's horn	62.05	14.77851932141151	7	present_gold
12	13	ENSG00000203812	H2AC18	H2AC18:HGNC:4736	clustered	Brodmann (1909) area 9	56.42428571428572	8.266234243682463	7	present_gold
12	13	ENSG00000203812	H2AC18	H2AC18:HGNC:4736	clustered	C1 segment of cervical spinal cord	87.7811111111111	6.169624065622728	9	present_gold
12	13	ENSG00000203812	H2AC18	H2AC18:HGNC:4736	clustered	adenohypophysis	84.505	7.033575904189846	6	present_gold
